MMI_DRUG_ID;SCD_RXCUI
54840962;1114479
54840962;1114482
54942220;977438
54840726;389201
53492601;403884
54969108;855633
54781694;1306292
54840980;1095712
54840980;1095716
54965601;1232082
54997858;2532327
54991484;308739
54997864;2532305
54781792;199422
51165001;312846
54928642;205305
54840946;855657
54840946;855660
54840936;616279
54781797;314228
54991421;205304
54840757;197381
54840954;403967
54781798;312950
54816573;753425
54781799;314229
51165101;312847
54816620;864675
54953735;483450
54953774;483438
55019956;1421451
51168001;312846
51168101;314208
51168201;312847
54968173;859975
53493201;310261
54997861;2532339
54840795;314211
53494201;311289
54953809;483444
54997860;2532335
53494401;387003
54997581;2532314
53495201;197797
51170101;313584
54997863;2532347
54997862;2532343
54997857;2532322
54781800;199422
54997865;309636
36224501;864675
54994388;252148
54968896;2475199
54781803;312950
53495501;310261
54824456;200064
53498301;310261
54781804;314229
54997866;2288406
51171001;313584
55025271;1148807
55025271;1148806
54840920;799056
54840920;845129
51171301;808744
51171301;431753
54902625;351172
54940081;199696
54953268;349556
51171401;801849
51171401;808748
54991419;205304
54817693;616402
54817693;2200178
54969112;2359334
54817747;1234995
55004849;313209
54817721;1790310
54812986;141968
54960361;198359
54997620;351256
54781805;312950
54781806;314229
54997636;314228
54969175;2048566
54969187;198382
54997649;996752
54939622;309362
54781815;312745
54997650;351257
54963273;197797
54997873;2596957
54997873;2596958
54997665;351257
54817138;351264
54997887;403811
54951167;855194
54840942;847617
54781824;314229
54997888;403810
36235101;251347
54997889;403810
54997728;351256
54817215;197512
54997730;1545658
54782305;251878
51172101;312846
54817757;199745
51172201;314208
54781831;317174
51172301;312847
54781835;314229
51172501;312845
54782381;312950
51172601;312846
54969851;198359
54840927;845127
54840927;799054
54969199;388520
54997743;859975
51172701;314208
51172801;312847
54840928;854177
55003900;1490065
54969904;252732
36241501;153515
54969853;141968
51173001;562704
54808996;349406
54948242;876529
54817234;351265
54781841;314229
54781845;314228
54942380;876519
54969243;205168
54969243;835925
54841008;403879
54782322;314229
54997870;198200
54969855;2288406
54966677;360110
54782364;312950
54989959;844900
54817733;1603363
54781855;314229
54997795;197932
54969259;311878
55026344;309307
54817256;205328
54841009;403878
54937623;1232086
51173501;808753
51173501;431754
54841048;1747572
55044133;606726
54781860;312744
54841049;1747574
54841051;1747561
54969857;606730
51173701;808748
51173701;801849
54945963;314285
54969273;198287
51175401;808748
51175401;801849
54973476;389221
54969859;2056895
54817266;349491
36247501;250784
54841136;403879
55020193;1053658
53523701;200064
54993512;200224
36247601;834211
54969331;351257
54841144;403879
54997914;861769
54997964;722116
54781865;312950
51175901;997550
53523901;200064
55026620;834295
54781875;312743
54932840;403884
36247801;833528
51176001;997420
54782326;314228
54939687;833532
54969861;977427
54817269;199147
54817756;199950
54781886;314228
54969385;2171000
54817720;1798999
51176101;1053647
54781887;312950
53528201;200064
54817293;314119
54969414;199521
53532401;197805
54781889;312950
53534401;200064
54782379;314228
54942378;876519
54997998;999967
54955117;351175
54991277;1649493
51176201;1053652
54991443;200082
51176301;1053655
36250201;200371
51176401;1053658
54918833;153823
54918840;577776
51176501;1053661
54817323;238019
55016166;314167
54969428;359494
53534701;200064
54817759;313988
54782323;314228
55006768;308868
54817350;757707
54841163;403878
51176601;1053664
54969903;199163
54781944;314229
54781950;314229
55025245;1148798
55025245;1148797
53534901;200064
54863118;311878
54973478;389221
54995459;310592
54998398;199696
53536901;200064
54918915;200224
54998040;312941
55014546;310132
54841189;403878
54985105;310015
54781956;314228
54986070;995258
55007786;639537
55007811;577776
54781967;314229
51176701;730869
54986028;199224
51176901;730872
54998042;630734
54781991;312950
51177001;730866
51177301;616749
51177301;616492
51178301;313584
54969866;1790660
51178401;313586
54818433;608328
54817374;836395
54998429;900575
54818428;608328
54824406;205285
54998402;389237
54989956;844900
55019872;861200
54782311;283504
54936319;1424918
54781998;312950
54971259;311347
54782325;314229
54782050;312950
54998061;432400
54965618;1232082
54841531;284206
54969536;200285
54782056;314229
54969537;854901
54782057;314228
54969545;1868018
54817692;596926
54817692;2200168
54942817;860107
54952251;199733
54841532;483431
51185901;403853
36268801;312846
51187201;313584
54969549;2200175
54969549;596930
54994381;1425104
54817472;309309
54998403;226597
54782078;312950
54966449;1244214
54998436;348812
54992754;876524
54998093;432402
53545501;200257
53545801;200256
55004472;1552343
55025236;1148809
55025236;1148810
54948234;876529
55026798;607573
54782310;283504
55003925;855812
54817680;857326
54932849;311290
53546101;200258
54911124;317174
54992206;311975
54811640;200060
54998101;351250
54969607;854905
54998110;855812
54824457;311288
54998120;312745
54961767;314008
54994383;1425116
54824458;311289
54841254;403879
54841521;311891
36275801;860231
36277301;349462
54841268;403879
54840200;314008
54916843;153822
54782324;312950
54986072;995258
54969638;602393
54998813;309683
55017150;199783
54817577;630734
54817685;901552
54817685;901550
54998134;199206
54933963;1014678
54782180;314229
54957047;312564
51197701;1091170
51197701;2001565
51197701;1091173
54969651;905390
54841284;403878
54782182;248420
54998404;199696
54782251;312950
54817734;1603367
54998144;283406
54812883;861010
54817732;1603355
55044139;606730
53550401;403855
54782312;312199
54817600;857705
54994437;252559
55002747;403957
55013512;597747
55000455;483440
54967537;200031
54992751;199889
54998146;905024
54998154;1999308
54782314;1242231
54998405;886666
54841520;483431
36294501;199610
54965578;857560
55000453;483450
54998158;861004
54945965;314285
36297201;310429
54841504;903847
54817632;200082
54935199;388520
54969725;239177
54994424;351109
54967543;200064
54969879;260218
53556001;200034
54817762;1236084
54841332;403878
54933880;905024
51212801;349406
51213001;861200
53556101;312078
54969824;241834
54969824;328160
54943562;205323
53556201;312079
54963265;197797
53556301;314154
55014487;310132
36306501;197512
54998204;432401
53556601;351107
53556701;351108
54969882;880838
54999646;283475
55016708;251350
53559101;198142
54782400;996561
54969918;1482507
54998259;1551917
54969919;1482525
54841339;197805
54969973;2283511
54841519;284206
53559601;429199
54782402;996571
54782401;996752
53560001;348428
54841354;1492744
54970007;2107345
36311901;249792
54970011;200172
36313101;238084
53569101;200064
53569301;199224
54970015;1091839
54961298;310346
54998409;904431
54998281;351256
36313601;311293
54782801;205324
51217501;861200
54970024;359228
51218201;861200
54970025;2107345
54961264;197986
54970026;2107353
54998412;2288406
54945834;895014
36315401;388525
54998413;1546332
55007895;903857
55002787;309637
54945838;895201
54995436;349251
54782795;802749
54920972;403986
54818313;2200175
54818313;596930
53577101;863675
54992768;876514
54782443;314229
54967541;200064
54963267;197797
51223201;312199
53579101;311288
54970030;1010671
53579201;311289
51223601;239177
53579301;311290
55007807;577776
54955780;2200181
54955780;596934
54998416;1798999
54782779;313209
53579401;387003
54999645;283475
54782784;313211
54998390;722122
54998426;1242231
54956571;310432
53579501;311288
54782773;317160
54970556;199690
54998444;1918042
54782776;700883
54782777;700885
36323401;199487
53579601;311289
36323501;199488
54970061;2059015
54998484;1918042
54842091;200094
54998491;856664
55013437;857224
53579701;311290
54973512;310431
54970062;351256
54985102;310015
54782543;349420
54970067;351257
54925819;311237
53579801;387003
51228201;858921
54989262;313209
54782792;578330
54998493;1918042
54955119;351175
53580101;1094836
54998519;1918042
53580201;1094836
54945836;895201
53580301;897021
53580301;897026
54782781;313210
54932844;403884
54970598;310798
54970115;2283503
54988695;799055
54988695;845128
53581301;200034
53581401;312078
54998520;1918042
53581501;312079
54970120;241975
53581601;314154
53581701;312077
36325101;847617
54998524;1868018
53581801;283639
54970599;429503
54778922;310346
54988704;799056
54988704;845129
54782586;312950
54988714;845127
54988714;799054
54842968;403967
51231301;312199
54998537;314230
54945156;1053652
54817998;630734
53584001;1037045
54962757;861370
54970565;199689
54970140;2107353
53584301;310132
54970143;582671
54945830;895014
54998553;392634
54998556;1918042
54818051;197805
53584401;310132
55018992;1000913
54936897;722126
53587301;248288
54966653;349208
54950299;809996
51384801;312136
54842120;349332
51384901;312137
51385001;312138
54998562;2532318
54998768;348812
54998578;1918042
54992756;876524
54970159;809996
54782598;197806
54998582;1918042
54955690;2200175
54955690;596930
36325301;313002
54998604;1918042
54998606;1918042
54970606;2590672
54970191;197682
54994392;314285
54970239;2283507
53587601;248288
54998617;1918042
54970253;2265695
54998621;1488569
54901513;1114466
54998766;311724
54782837;240128
55004453;314119
54842141;979485
51390501;197361
54782862;249357
54970284;200328
54998660;283504
54782874;313218
54998761;198359
54782875;313220
54782876;313214
51390701;308135
54961764;314008
54782880;1242992
53589501;403884
54818792;308135
54818794;608328
54818506;349420
54986783;722134
53589901;979464
54842150;403879
54842948;1723757
55020167;1053647
55017481;427111
54811285;753429
54998687;349406
54988680;199058
54998697;1918042
53593101;753405
54842198;200095
54998698;1488574
54783406;312441
54970600;855633
54951718;351256
54842213;577033
54951785;351257
54998703;1918042
54971160;881341
54970308;1364352
51397501;308739
54933881;905024
55002739;403957
54970602;2590672
54955511;197805
54998733;1918042
54941592;672149
54970393;996752
54953261;349556
55014547;310132
54963189;284207
54842246;403879
54842965;314285
36337201;312301
54970401;2283520
55025267;1148804
55025267;1148803
54970597;2283522
54998743;238100
54782990;1243227
54992640;578325
54783404;312440
54970410;607573
54842256;403878
36340101;349556
54842275;403878
54960364;198359
54943559;205323
54998756;252487
54842954;1723765
54965633;1422086
54783388;578330
54842976;403967
54998782;2178395
54998866;2562824
54998868;809996
54998872;809987
54970603;2590672
55025273;1148807
55025273;1148806
54970604;2590672
54970607;2590672
54998853;749206
55000001;238019
54970632;2539033
54998877;810000
36340301;351292
54998880;809987
55002734;898715
54954291;1546888
36346001;200257
54998881;2535750
36346101;200256
54842957;1723770
54818793;197361
55017818;248288
36346301;200258
54818563;197805
54998882;809987
54949420;577033
54818565;351264
54998885;665042
54970671;2107345
54970967;476349
54999621;312075
55017809;248288
54998888;809987
54974308;1723476
54778958;198052
54998891;809987
54778959;312086
54998901;810000
54842552;200096
54901394;728223
54940146;309362
54783085;996752
54942162;241975
36350401;197932
54901402;728225
54783401;199422
54842926;476349
54999566;387013
54783112;1364352
54992750;151226
54966468;861064
54818822;892669
54970686;999996
54961269;197986
54974265;205285
54998903;809987
54966437;1244214
54998904;810000
54818770;310132
54818610;250426
51487801;283406
54998907;809992
54998912;810000
54988741;387013
54986063;995258
55040735;308725
54970705;999991
54783389;802749
54783137;309362
54842651;351250
54994391;403966
51488101;283407
54998914;665042
51488401;283485
55017125;199150
55017120;199149
51490201;351250
54818654;351265
54818795;607573
54818432;608328
54783386;1243324
54965660;1422093
54783403;317573
54986794;722126
54998917;809996
54970732;809987
36366501;200257
54999567;314285
36366601;200256
54843205;1918042
36366701;200258
36370501;199696
54783398;808917
54998918;665042
54843309;317094
55005353;311464
54971071;849833
54971071;2719337
51502401;307718
54783228;1364360
54940075;199696
55006760;308867
54998920;1000001
54998922;2123194
54998922;402019
51504101;403943
54998924;809996
54998926;351257
55006776;308868
54998928;809992
54998464;311204
54818819;198440
36375201;205328
54998931;809996
53596601;1012722
54963179;1111339
54998935;665042
54809801;312836
54931905;616285
54998936;665038
54970977;700885
54931915;616289
55019870;861200
53596701;1012722
54998937;665042
53597101;403854
54783428;483325
53597901;197391
54957051;198509
54998940;809996
54783297;1243328
36378901;153515
54998942;809987
55025259;1148800
55025259;1148801
54999595;826612
54998943;2637449
54783443;857702
54922961;670026
54996679;746606
54998944;665038
54998945;810000
55020150;1376336
54940080;199696
36381001;1014673
54818877;422410
54820531;312199
54820161;200094
54970768;313002
54970981;200096
54843343;836395
54989911;317094
54970982;200095
53608101;200034
54783638;312837
53608201;312078
54972352;997420
54998946;2197892
53608401;314154
53608501;312079
54970780;722126
54999569;845032
54999569;721794
53608601;312077
54960247;199689
53608701;283639
54783971;314209
54998950;665033
54784006;700885
54944402;199690
54995430;349251
36382901;200256
55006767;308868
54970986;1482525
53609101;200034
53609201;312078
54783649;389201
54998953;861769
54783651;312839
54998954;665042
53609301;312079
53609401;314154
54998955;665033
54998960;809992
54985096;310015
54783653;317174
54936837;848140
54820523;2200175
54820523;596930
54783659;312839
54820189;239177
36396101;833528
54784002;317160
53609801;312077
54784003;700883
36398701;308867
51510001;312199
36398801;308868
53610001;314155
54820192;349406
54998961;861769
54988676;199058
54783675;312837
54998966;665038
54998970;809987
54783999;312641
54843903;1085945
54783974;863669
54998973;809987
54944171;388519
54784010;313211
53610101;312076
54998975;665038
54783931;312840
54998976;665038
54942819;860107
54998978;810000
54988277;477130
54783697;392634
55019874;861200
54974258;205285
54820543;242297
54965676;1422096
54820197;200096
54820550;902739
54820550;902736
54820521;596926
54820521;2200168
54970822;2107353
54970825;1873983
55002740;403957
54986030;199224
54783702;312837
54820544;238019
54783707;312839
54783927;314209
54970826;312076
54916844;153822
53610201;351107
54970832;1012737
53610301;351108
54992129;310261
54843410;1010033
53615601;151029
54998984;810000
54783967;312836
53617601;387013
54991262;1649485
54985975;153823
54974307;1723476
54783964;314215
54784016;314209
54784015;312837
53621001;198013
54970860;722134
54784008;313210
54970861;1422086
55007815;577776
53621301;403943
54958365;596926
54958365;2200168
54810507;833528
54820220;886676
54998986;999986
54820525;2200178
54820525;616402
54998988;665038
54824454;284201
54998991;1607784
54950274;810000
54943709;310793
54966520;578325
54820547;1998454
54820547;349490
54843419;1010033
51517501;250535
54820248;200095
54820548;1998460
54820548;349547
54783727;312743
55022328;617310
54999570;314285
54970863;310132
54784007;313209
54956593;197361
54783998;260243
54820256;313566
54971032;2532331
54971031;2532327
51519701;197361
54971096;2532347
54783740;312837
54998993;809996
51519801;308135
54971030;2532322
54999002;809987
54971095;2532343
54971029;2532314
54999611;309311
53637301;200034
54971093;2532335
54918829;153823
54971094;2532339
54820549;1998462
54820549;402131
51520701;349406
54971097;2532305
54961770;314008
51522001;282401
54999010;665042
54918837;577776
54783754;312745
54995435;349251
54783757;312839
54999012;810000
54953806;483444
53637401;312078
54783760;1490065
54999017;809987
54999020;665038
54988282;477130
54843452;310793
54999022;810000
54989958;844900
54820546;1998451
54820546;349545
51523801;824338
53637501;312079
54783774;312837
55019955;1421451
51523901;670026
53637601;314154
54820545;1998458
54820545;349553
54999025;665038
54999027;809996
51524601;197361
54999028;2058900
54999029;809992
54999030;809996
55022339;1085754
54970871;999986
54988679;199058
54948920;200060
54820553;902741
54820553;902744
54910985;314155
54923434;312076
51524901;308135
36413601;248420
54999033;999996
53637901;283639
54996681;746606
54783781;996752
51526301;153791
53638201;200034
54970876;1000001
54991438;200082
36414801;856373
54999034;809992
54783958;314214
54970887;1098416
54820345;999996
54999036;809992
54820536;596934
54820536;2200181
55023961;1246326
54999037;665042
54999039;810000
54783795;312744
53638301;312078
54951067;313566
54971076;2467565
54820526;2200181
54820526;596934
53638401;312079
55026732;310014
55026619;834295
53638501;314154
54998815;309683
51535701;197361
53638601;312077
54999572;1366557
54999572;1366550
54843474;485471
53638701;283639
54971075;2044367
54999042;809987
54966595;1741733
54783801;200082
51536101;308135
54901150;314155
55022399;582671
36415701;834211
54999043;665042
54949412;577033
55007332;104481
54843501;1012722
54820387;999991
36424101;310592
54971074;2719337
54971074;849833
54845247;312076
54843505;310792
54999047;665033
54901152;351108
54783959;312835
54783972;312840
54901151;351107
54941570;616279
54999052;809996
51540301;197805
54988718;799054
54988718;845127
54999060;809987
54953289;476349
54953309;476350
54993514;200224
54970615;199703
36426201;153515
53643201;998189
53643301;845515
54783818;312839
54971131;349491
53647101;865157
54843955;1037179
54999075;2584328
54971128;199148
55003899;1490065
54967545;200064
36432701;197932
54963287;197797
53654501;200034
54960205;904431
53654801;312078
36443801;348719
53657801;200034
54999612;2587883
36444101;886662
54960362;198359
54923496;312078
36444201;886666
54923497;312079
54940082;199696
54917884;314154
54843905;597195
54939543;351246
54963190;284207
53658801;312077
54999092;809987
54820571;1608327
53659201;283639
54991279;1649493
54820468;199123
53659401;314155
54991417;205304
53659801;312076
54784017;312840
54999642;283475
53660001;351107
53660501;351108
54820472;630734
54784014;240707
54820520;239177
54820522;239177
51545801;1116927
54928651;205305
54820524;239177
54820528;312199
54820529;312199
54999094;861769
54820530;312199
54784028;242297
54784036;309362
54821142;483444
54784043;250426
54821194;854846
54820663;996752
54820664;313160
51545901;1116927
54971073;2044363
53660701;312199
54821140;577127
55015648;2121756
54971072;2719337
54971072;849833
54843795;476350
53662301;314155
54999102;665033
53662901;351107
54999105;665038
53663101;351108
53663901;314154
51546201;349406
51546401;855818
51546501;855812
54999106;665033
54784053;836395
54784520;1369730
53665401;312078
54939621;309362
54901522;198382
53665601;200034
54821097;606730
53665801;314154
53666001;312079
53666201;312077
54973534;314230
53666401;283639
53670301;200034
36449401;248420
53670401;312078
54956556;310430
54973511;310431
54999107;809996
54784521;260218
54999591;1012895
54821092;892669
54821149;313211
54966645;349208
54821082;310248
54843797;854177
54784116;309362
51553601;198440
54820679;200064
54820680;200064
54999112;810000
55009005;249326
54999116;809992
53670501;312079
53670601;314154
54999117;810000
54999121;809996
54845158;483442
54821122;608328
54820689;310261
54999122;810000
36451701;200257
53670701;312077
36451801;200256
54784526;141997
54844204;630734
54970993;1244214
36451901;200258
54953643;483440
53670801;283639
54999573;1667676
54971070;849827
54971070;2719335
54784126;1014678
54936887;722134
54821175;608328
54971069;2044359
54971068;2719335
54971068;849827
54845161;483448
55023959;1246326
54845159;483444
54845205;1307419
54999131;861769
55039636;1308430
54845117;153332
54844243;198044
54784131;485471
54845162;483450
54821139;483446
54933394;314208
54970994;1091646
54933401;312847
54844289;1492744
54821080;310248
54821164;199820
54844292;312086
53677601;200034
54933404;312849
36454301;199206
54940132;309362
53677901;312078
54999607;757712
54970960;403884
54844295;1012396
54784497;855332
54845218;153777
54820719;310261
54966603;197527
53678201;312079
55026736;310014
54988696;799055
54988696;845128
54999133;665038
53678501;314154
54999596;809477
53678801;312077
54821137;483438
54988700;845129
54988700;799056
53679101;283639
54988719;845127
54988719;799054
53679401;314155
51566201;240912
51566301;240912
54999145;665038
54820727;313161
53680001;312076
54966601;197529
53680301;351107
54940083;199696
54999146;809996
54845151;349547
54845151;1998460
53680601;351108
53682101;312076
54845154;483440
53684201;314155
55043708;2054973
54784176;310792
54821083;199950
55006766;308868
53685101;351107
54821143;483448
54821144;483450
54999147;810000
54999148;810000
54999149;809987
54939630;309362
54821193;854838
54820737;996561
55010990;997550
51575601;198440
54972348;997420
54985025;153777
54820762;387003
54966431;1244214
54821085;199746
54974255;205284
54999157;809992
54999158;809996
54999160;809992
51583501;199696
54985970;153823
54844352;1012404
55022394;582671
54971098;310132
54784213;310793
54993498;311759
54999165;809992
54906215;1359269
54993492;242438
54845208;2001565
54845208;1091170
54845208;1091173
54820771;200060
54845148;349545
54845148;1998451
54999168;665042
54993513;200224
54821112;199058
54821152;700885
51587801;401971
54845222;403884
54990004;312138
55022297;582671
54845219;828287
54845219;895670
51590801;349406
54971189;999967
54985098;310015
54845147;402131
54845147;1998462
54845121;153331
55004815;1011736
54999613;757712
54821150;313209
54818426;608328
54948300;429662
54974746;250529
54974746;433844
54999171;809992
54820801;311288
54960149;313565
54784223;351265
54962767;314153
36466301;205328
54999176;665038
54931983;312087
54961772;314008
54995462;310592
54821081;310248
54901516;198382
54971190;999996
54999182;665042
54999187;809992
54999189;2562816
54971132;349491
54971193;999986
54845206;994046
54999190;1607792
54844429;198052
54906219;1359269
54812884;861010
54988712;799056
54988712;845129
55018982;1000913
54863120;311878
54999195;665033
55024384;314154
54971192;1000001
54821079;310248
54999198;665033
54939626;309362
54845124;860231
53696601;730872
36485501;857224
54845153;483438
51601903;978946
54971194;999991
54992748;199888
54821138;483440
54972257;2373939
54992753;199890
54973482;389221
54971270;359229
54821096;606726
36487201;833709
36487201;1946529
36487201;836398
54985591;1939329
36487301;836489
36487301;849561
53698201;730866
54999210;665038
54845217;392657
51601901;978941
54821148;317160
54971277;999986
55006773;308868
36487401;833711
36487401;836401
36487401;1946527
54995465;310592
54971854;2590672
54821141;483442
55018986;1000913
54999224;665033
51601902;978944
54965599;312938
54999228;809992
54906181;824338
54820873;311289
54821153;313210
54999231;665033
54999242;848135
54999244;665038
36499101;854873
36500401;246206
54999246;861769
54999247;809987
53702601;1046272
54999593;200093
53703401;311288
54999253;665038
54999575;845507
54821178;636361
54821178;389166
54999254;665042
54999606;757712
54906218;1359269
51601904;978948
55007893;903857
54845220;153776
54999260;809987
54820901;199224
53703601;311289
54821180;1244214
36511301;199150
54820911;311290
53703901;311290
54971843;1482507
54999576;1667672
53704401;387003
54845209;1091188
54845209;2001566
54845209;1091185
54958377;2200178
54958377;616402
55014542;310132
54821086;199747
54971848;1482525
53709401;753417
54821084;199745
54820941;199224
54821151;700883
54918844;639537
36512201;199119
51604501;349406
54949409;577033
36512601;833532
51607801;865154
54821192;854830
55004475;1552343
54845211;1091213
54845211;2001568
54845211;1091210
54966695;349472
54810300;200329
54784354;351264
54844689;389135
54784518;1369718
54922969;670026
54999267;999967
53710401;1788947
54999268;809996
53710501;1788947
54971321;999986
54784522;1369726
53710601;1788947
51608001;865155
54844700;245317
54962769;314153
36517701;197388
54986800;722126
54948298;429662
54971881;582926
54821195;1722370
51608101;865157
51608401;865159
54821235;310015
54989969;844900
54999271;861769
36524501;200285
36525201;312962
54845150;349490
54845150;1998454
54999274;861769
55022412;582671
54784523;1369734
54999279;2535745
36525501;314231
54809012;312961
54821330;1656349
54971795;616749
54971795;616492
54809021;198211
54818858;311289
36527501;204870
54821331;1656354
54844735;348804
55014488;310132
54960309;746645
51615701;199703
54999280;861769
54971337;1000001
54971847;1482521
54880179;900575
54991259;1649485
54965697;1422099
54989887;1551782
54971366;389201
54971828;2590672
54845204;1663745
51615901;153331
54999285;809992
54821389;351257
54821391;199224
36527601;204870
36527701;204870
54906189;824338
54999290;809987
54971379;616483
51616301;153332
54971846;1482515
54973487;389221
54956602;359493
53739901;250426
54784611;200036
55005932;476556
54863129;311878
53740001;246474
54956608;359494
54906213;1359269
54956603;359494
54784895;141997
54844870;310132
53741001;692876
53743501;250426
54989865;1551917
53743701;351264
53744001;351265
53744301;311290
54999292;1308428
51616401;198440
53744601;387003
54989890;1551782
54999293;809996
54944411;309362
54999299;809992
54971392;999967
54992706;861822
53744901;311288
54821453;1655928
53745201;311289
54932604;204508
54990003;312138
54845143;1492744
54845142;1492740
54844996;1492732
54999594;757712
54971845;1482515
54999300;809992
53745501;311290
53745801;387003
51618001;312845
54971410;999996
51618101;312846
51618201;314208
54999305;809996
51618301;312847
51618401;283858
51618501;562704
54971415;248420
54784686;349201
54999313;665033
54971421;432402
53746101;637549
54999317;810000
51621801;429212
54971844;1482507
54971850;1482521
53753401;867508
53753901;904946
54784881;311702
54971453;1014678
54845207;1091155
54845207;1091158
54845207;2001564
54784867;485496
54845212;861370
54845229;105949
54953748;483450
54784719;905083
54999318;2584320
54999320;809996
54821467;351256
51621901;197535
54999324;810000
54821471;1102273
54999615;310015
54999333;809992
51622001;309374
54971804;1741050
54971804;1741046
54821634;308867
54999338;809992
54999343;809987
54845303;403855
54901400;728225
54821504;312087
54845375;349405
54999347;665042
54971474;999991
55003929;855812
54967542;200064
54971865;2590672
54845451;403855
54845463;349401
55009513;996097
54845542;403853
54845560;401971
54956610;359494
54784889;639537
55026803;607573
54784883;311702
54971503;1722370
54932754;1998462
54932754;402131
54971505;616487
55018988;1000913
54961278;152544
54784904;200093
55040732;308725
54989960;844900
36534801;197805
54944118;577315
51632001;901399
54963280;197797
54999348;665033
54999349;810000
54999356;809996
54971851;1482525
54971549;2197884
54956600;197361
55044141;606730
54999361;665042
54999369;809987
54845713;403854
54936251;848151
54941594;672149
54999371;861769
54999382;810000
54784882;311700
54953056;721794
54953056;845032
54953042;853201
54953042;832652
54971556;1000001
53774201;403884
54829615;643066
54784880;311702
51641301;1234995
51642301;1000374
54945839;895201
54992711;861822
54784983;1014678
54999614;308739
53774401;349199
54845802;312847
53774601;349201
54846034;349401
54785356;198051
54785008;199224
54971859;1085945
54971811;1667660
51647201;197805
51648101;904431
54956601;359493
54971623;999991
54846055;403854
54996676;746606
53774701;349200
54989870;1551917
54989978;844900
54821562;104894
54971864;2590672
53774801;200284
36537701;313002
54971815;901552
54971815;901550
54999388;1373491
54971659;1670311
54854889;597195
53774901;200285
54971663;1422096
54846111;349405
55003970;284989
54909324;349477
54971664;2168534
54785075;1310525
54989979;844900
54785378;1424918
53775001;349353
54971672;1422093
54991473;308739
53775101;636042
54846152;577033
54846281;349401
54937679;1147334
53775201;636045
53775401;349199
54945831;895014
54999391;861769
53775601;349201
53775701;349200
54999392;665033
54999396;665033
54971675;359228
54785167;630734
53775801;200284
54785375;1424916
54999399;1918042
54971863;2590672
21645801;309594
53775901;200285
54821725;312745
53776001;349353
53776101;636042
54844132;197311
54953027;105331
54821735;996561
55040734;308725
55018987;1000913
53776201;636045
55008455;857416
53776401;200284
54999608;198440
54971709;1359269
54995452;310592
54985971;153823
54968250;349420
54821759;1721613
54971723;2611544
53776501;200285
36552801;1091158
36552801;1091155
36552801;2001564
36552901;1091188
36552901;1091185
36552901;2001566
54956583;310433
54956583;1806382
54785346;200033
54973532;314230
51655601;199747
53776601;636042
54821774;312744
51655701;199950
36553701;892531
51655801;199745
54971743;2197892
51655901;199746
54999429;665042
54994389;198014
36553901;895202
36554001;892531
54999432;749206
54999433;809996
54971822;2288414
36554101;895202
54999448;810000
53776801;349353
54785237;248420
54971823;2288418
54971766;1536484
55005392;259966
36554201;895202
53776901;636045
54989996;312137
54999605;809996
54821831;312743
54960373;310140
53777001;349483
54999603;809987
54999604;809992
54971829;2590672
53777101;349199
54785764;1091188
54785764;2001566
54785764;1091185
54971830;2590672
54965611;1232082
55022334;1085750
54999587;349556
55006765;308868
54821863;996752
55006757;308867
54785451;1946772
53777201;349201
36556801;855172
54999468;665033
53777301;349200
54901201;198303
36558101;860805
54821866;317174
54971831;2590672
55005351;311464
54785765;1091213
54785765;2001568
54785765;1091210
55017475;427111
54822177;608328
53782101;200284
54785763;1091158
54785763;2001564
54785763;1091155
54951063;313566
54923979;2056895
55012546;317573
54999479;665042
54966450;1244214
54999484;809996
53782401;200285
54971855;2590672
55022321;617312
22116501;91349
54999488;1373483
54999490;665033
53782701;349353
54785560;200345
54937605;1232086
53783001;636042
54992130;310261
54988352;199734
54971856;2590672
54999497;999991
53783301;636045
54822219;1363493
54989976;844900
53783601;349483
54785644;1946772
54971898;312075
53783701;349199
54785675;1946772
54972269;483440
54972232;1667668
53784001;349201
54999534;1607796
53784301;349200
22205901;238212
55019869;861200
53787901;429503
54999561;665038
53788201;310798
53788601;349483
53788701;349199
54785774;310792
54951727;351256
53789001;349201
54785775;310793
51660601;753417
54971920;617310
54999563;834241
36574601;854905
53789301;349200
36574701;854901
54785776;485471
36576201;484814
54940233;403878
54954263;312441
54999590;1918042
36576301;2123194
36576301;402019
54999610;309311
54968256;349420
54990002;312138
54999652;665038
54985104;310015
53789601;200284
54999653;665042
36579401;205328
54999654;665033
54935217;388520
54971933;617311
54822091;753425
53789901;200285
54988699;845129
54988699;799056
54822102;1102273
54999661;387003
54995450;310592
54972268;483438
54951724;351256
54989992;312137
36587101;886666
54951784;351257
54999989;238019
54999671;311288
54988709;799056
54988709;845129
55010986;997550
54951782;351257
54972271;483442
53790201;349353
54951728;351256
54971962;349479
54972351;997420
54953061;721796
54953061;845034
54822300;311347
53790501;636042
54823142;1535454
54995438;349251
54999704;311289
54966602;197529
53790801;636045
55006764;308868
54968136;241834
54968136;328160
53791101;200284
54785785;884189
36592201;1597129
36592201;313231
51677701;835894
51677701;197553
54940074;199696
51678001;205168
51678001;835925
54785788;485471
51678101;328160
51678101;241834
53791201;200285
54971964;313002
54972276;483446
54985095;310015
54822362;284207
53791301;349353
53791401;349199
36605301;200256
36605401;200258
36605801;246461
54785803;314135
54990001;312138
54999744;403884
53791601;349201
54961296;310346
54972272;483448
54972274;483450
54823159;630734
54999745;854856
54972003;617312
54999976;2467582
54999773;1546888
54999964;753405
