"MMIID";"UUID";"NAME";"CAS";"UNII";"RXCUI";"ALTCAS";"ALTRXCUI"
"24123";"1a0464a6-bff9-462c-b33f-3becd68f8c39";"ATROPINE SULFATE";"5908-99-6";"03J5ZE7KA5";"153971"
"2158";"a464f344-3914-4468-bc71-e37bc7ab8264";"BARIUM SULFATE";"7727-43-7";"25BB7EKE2E";"1331"
"15192";"76d7e2f1-16f8-4289-8ee1-a8e17c4804bb";"Benzoic acid";"65-85-0";"8SKN0B0MIM";"18989";"";"70589"
"17036";"277b06a2-09fb-4cd6-ae14-b0f9d5fc3616";"BORIC ACID";"10043-35-3";"R57ZHV85D4";"1700"
"46196";"112729f5-ead8-44c7-b1b8-d3be02bebae0";"BROMISOVAL";"496-67-3";"469GW8R486";""
"24202";"a62f1cd0-0d99-40e2-ab71-79b52f21299f";"TETRACAINE HYDROCHLORIDE";"136-47-0";"5NF5D4OPCI";"91189"
"18265";"e97e860e-d9b8-4522-b9d9-7c7715a3a03b";"Ergocalciferol";"50-14-6";"VS041H42XC";"4018"
"614";"a02e622f-00ca-43bd-bdbc-f8e122439a2b";"CALCIUM CARBONATE";"471-34-1";"H0G9379FGK";"1897";"13397-26-7|1317-65-3|287389-46-2";"349908"
"25215";"04cfd5dc-0536-4d83-8eef-e7befe5f0660";"CALCIUM CHLORIDE";"10035-04-8";"M4I0D6VV5M";"221068";"";"1901|221069"
"48273";"6c082890-269f-4442-a6b3-1b5b2dff93ff";"CALCIUM GLUCONATE MONOHYDRATE";"66905-23-5";"CZN0MI5R31";"1298846"
"24787";"6efbec59-7894-497e-bded-305a32842704";"DIBASIC CALCIUM PHOSPHATE DIHYDRATE";"7789-77-7";"O7TSZ97GEP";"1311201";"";"1310463|1314331"
"28474";"29cd1664-2b97-4cf2-987b-3b8bb3ac507f";"CALCIUM LACTATE PENTAHYDRATE";"63690-56-2";"4FM1N296CM";"215834"
"18858";"74d82409-95df-4a5e-bf27-6e361d297d01";"CALCIUM PANTOTHENATE";"137-08-6";"568ET80C3D";"1918"
"15318";"713472d7-a940-4663-b995-59a1e5ec8f24";"CETOSTEARYL ALCOHOL";"67762-27-0";"2DMT128M1S";"1307840";"";"1425218"
"16042";"9ae9f977-0ed7-4034-aa54-b426f1299271";"SODIUM CETOSTEARYL SULFATE";"59186-41-3";"7ZBS06BH4B";"1364945";"68955-20-4";""
"10049";"4009ad5d-07b7-4532-8a11-a7e36088946e";"QUININE";"130-95-0";"A7V27PHC7A";"9071"
"46665";"349700aa-02f0-46b4-993e-6ba96d8e58a5";"QUININE HYDROCHLORIDE";"6119-47-7";"711S8Y0T33";"9074"
"24289";"d816ec7f-fa39-4d9f-b11f-163a92eccaa7";"QUININE SULFATE";"6119-70-6";"KF7Z0E0Q2B";"9075";"";"1427233"
"940";"8e15f07d-8d53-4347-bd61-3b5d8dc92032";"Chloral hydrate";"302-17-0";"418M5916WG";"2344"
"24";"0bc73c08-4702-4f9b-be5a-712b4fabab26";"CHLORAMPHENICOL";"56-75-7";"66974FR9Q1";"2348"
"28007";"7291899c-0bf4-4e50-b407-3dc3abddb56b";"CHOLINE CHLORIDE";"67-48-1";"45I14D8O27";"1425426"
"19643";"aa2ec66b-128e-4fdf-944d-9e4cceb7acce";"CHOLINE BITARTRATE";"87-67-2";"6K2W7T9V6Y";"2451"
"15375";"7495c063-0afe-4404-b6dc-1327ce06fa4e";"ANHYDROUS CITRIC ACID";"77-92-9";"XF417D3PSL";"221946";"";""
"24343";"41c295d5-e5e7-48b9-8fda-5c3d3ab62f23";"CODEINE PHOSPHATE";"41444-62-6";"GSL05Y1MN6";"2672"
"21349";"f9c12f2f-ad99-4f1c-b96b-ac7ec1dc08df";"CAFFEINE";"58-08-2";"3G6A5W338E";"1886"
"44866";"465a0edd-e11c-41db-a623-e9b20b1d1ad1";"Colchicine";"64-86-8";"SML2Y3J35T";"2683"
"18349";"d5bbada7-d962-425a-b873-3b49c1e7ffa5";"CORTISONE ACETATE";"50-04-4";"883WKN7W8X";"21655"
"50";"0d2f718d-4913-46f6-bf02-816c4d334bf5";"CYANOCOBALAMIN";"68-19-9";"P6YC3EG204";"11248"
"19184";"9d13a230-8589-47c7-aa2d-61e01662e829";"BARBITAL";"57-44-3";"5WZ53ENE2P";"1325"
"622";"a293e5de-1668-4ce4-8ed6-24352986f521";"Digitoxin";"71-63-6";"E90NZP2L9U";"3403"
"22238";"ee6bb6e3-ed89-4666-8512-9e03078c3f87";"DIHYDROCODEINE BITARTRATE";"5965-13-9";"8LXS95BSA9";"104966"
"41477";"bbec055a-32f1-414c-850f-5e9a82b35256";"HYDROCODONE BITARTRATE";"34195-34-1";"NO70W886KK";"142439"
"24579";"3676e723-9220-4ea7-848d-2e4dd5879831";"HYDROMORPHONE HYDROCHLORIDE";"71-68-1";"L960UP2KRW";"203177"
"24476";"836715f1-86bb-4d83-9c23-da41e1d72ef0";"NEOSTIGMINE BROMIDE";"114-80-7";"005SYP50G5";"82055"
"26317";"9018a58b-deb1-444e-ab63-ee7dd059dd23";"NEOSTIGMINE METHYLSULFATE";"51-60-5";"98IMH7M386";"7316"
"964";"2bcd19e3-f816-4ddb-817c-d59e5d0906f1";"PHENYTOIN";"57-41-0";"6158TKW0C5";"8183"
"24655";"29b947f2-cdd5-4bcf-9945-a7d0cbd19562";"FERROUS SULFATE";"7782-63-0";"39R4TAN1VT";"24947"
"22769";"9a4ef8b5-5d11-4ed3-a20c-4ba1d3a50638";"Ephedrine hydrochloride";"50-98-6";"NLJ6390P1Z";"91165"
"47619";"b7ea084c-22ee-4cc4-a409-a433517c260b";"PEANUT OIL";"8002-03-7";"5TL50QU0W4";"18235"
"15541";"b7ea084c-22ee-4cc4-a409-a433517c260b";"PEANUT OIL";"8002-03-7";"5TL50QU0W4";"18235"
"56045";"c1c73459-fde5-4e3c-83a4-41392d7ebf1b";"FOLIC ACID DIHYDRATE";"75708-92-8";"0S1T5C0JZL";""
"700";"a1cb2be2-b57b-40b4-b972-d1e5d1bbcf3d";"FRUCTOSE";"57-48-7";"6YSS42VSEV";"4570";"6347-01-9|10489-79-9";""
"45839";"810b0f81-f85b-4cec-b32a-6a8ee90344dd";"CALCIUM SULFATE HEMIHYDRATE";"10034-76-1";"3RW091J48V";"1310466"
"24600";"3112399c-0b1a-4e4b-9e3e-9adb13be9fc9";".ALPHA.-D-GLUCOPYRANOSE MONOHYDRATE";"14431-43-7";"4L3WC4P6GF";""
"939";"8965eda9-1f32-473f-b875-cff6eeadb56b";"GLYCERIN";"56-81-5";"PDC6A3C0OX";"4910"
"16743";"c8a4b56c-fcd3-4e8c-a96d-fa97ccbae2d6";"Acacia";"9000-01-5";"5C5403N26O";"905301"
"10031";"7b7e193f-6456-4228-854e-fc140ab97a98";"LINDANE";"58-89-9";"59NEE7PCAB";"1388"
"288";"0e6e38f5-af3d-4b30-b34b-790cc5cec888";"METHENAMINE";"100-97-0";"J50OIX95QV";"6832"
"26721";"cc5372c7-0fad-4dec-aa96-beb9387d093f";"HISTAMINE DIHYDROCHLORIDE";"56-92-8";"3POA0Q644U";"142136";"";"350466"
"22288";"de4d6393-4425-44d4-9cec-b52936fa0772";"HOMATROPINE HYDROBROMIDE";"51-56-9";"BEW7469QZ0";"235428"
"27361";"41d561b6-77a4-4b1a-b973-9150c536fa00";"METHYLPARABEN";"99-76-3";"A2I8C7HI9T";"29903"
"50434";"e88d839b-5fa2-4785-b082-508403576916";"PROPYLPARABEN";"94-13-3";"Z8IX2SC1OH";"34706"
"27651";"e88d839b-5fa2-4785-b082-508403576916";"PROPYLPARABEN";"94-13-3";"Z8IX2SC1OH";"34706"
"1210";"80db7325-6556-4e59-9a61-0ca4bbd48335";"ISONIAZID";"54-85-3";"V83O1VOZ8L";"6038"
"46068";"744b8974-b4a5-4b1e-a8ac-add86e784f96";"Iodine";"7553-56-2";"9679TC07X4";"5933"
"15755";"744b8974-b4a5-4b1e-a8ac-add86e784f96";"Iodine";"7553-56-2";"9679TC07X4";"5933"
"23863";"ef18c572-e567-4f58-9052-e4a05a792087";"COCOA BUTTER";"8002-31-1";"512OYT1CRR";"21389"
"19198";"aed2d933-9280-497f-9946-309fc68106d1";"Potassium bromide";"7758-02-3";"OSD78555ZM";"34299"
"468";"5b611b0d-b798-45ed-ba02-6f0a2f85986b";"Potassium chloride";"7447-40-7";"660YQ98I10";"8591"
"17461";"8a354ea4-eaf8-4792-aa26-f554dc18076f";"POTASSIUM BICARBONATE";"298-14-6";"HM5Z15LEBN";"34296"
"15795";"6d93524b-ba52-4e95-921b-2997eb559f75";"Potassium iodide";"7681-11-0";"1C4QK22F9J";"8597"
"46542";"24a89d51-83cd-40b6-bbea-a228a91128b8";"POTASSIUM PERMANGANATE";"7722-64-7";"00OT1QX5U4";"8604"
"18438";"642076e9-2754-4eb2-bd44-789737a1122a";"ACTIVATED CHARCOAL";"64365-11-3";"2P3VWU3H10";"272";"7440-44-0|90597-58-3";"2296"
"23732";"7d0d7ba4-4518-417e-850b-141bdfbe2ad2";"CARAWAY OIL";"8000-42-8";"C2J9B08Q3I";"1309373"
"10213";"abb070a4-f562-435a-b95f-913ea099be53";"RIBOFLAVIN";"83-88-5";"TLM2976OFR";"9346"
"24220";"1730a448-7562-4c3a-bad7-c25333ac2a95";"LACTOSE MONOHYDRATE";"64044-51-5";"EWQ57Q8I5X";"1305527"
"41490";"d98d7f25-cae5-44af-be00-17d7a6e27ebc";"LANOLIN";"8006-54-0";"7EV65EAW6H";"6227";"8020-84-6";"1363703"
"54672";"d98d7f25-cae5-44af-be00-17d7a6e27ebc";"LANOLIN";"8006-54-0";"7EV65EAW6H";"6227";"8020-84-6";"1363703"
"55157";"62ea9963-731d-4348-82d4-ab38cb4b40f2";"COD LIVER OIL";"8001-69-2";"BBL281NWFG";"2669"
"15877";"62ea9963-731d-4348-82d4-ab38cb4b40f2";"COD LIVER OIL";"8001-69-2";"BBL281NWFG";"2669"
"51107";"e822459e-ce9f-431f-bdae-8441a1be2ef4";"LINSEED OIL";"8001-26-1";"84XB4DV00W";"6404"
"20819";"0e9e96e8-b018-402e-83cc-722e6b13c647";"LOBELINE HYDROCHLORIDE";"134-63-4";"96J834CB88";""
"51511";"d187c9a0-a12a-4ef9-ab86-472b7898f106";"MAGNESIUM CARBONATE HYDROXIDE";"39409-82-0";"YQO029V1L4";"1363704"
"16936";"1bebc43d-e7d6-49e3-9468-80b35fa3ad00";"MAGNESIUM PEROXIDE";"14452-57-4";"X8YVJ0TN96";"1666106"
"15943";"600276a7-d44a-4f68-aec0-143d0f5808db";"LEVOMENTHOL";"2216-51-5";"BZ1R15MTK7";"236388"
"22540";"e9ea89ce-914c-4dc5-8a22-d1d977065711";"RACEMENTHOL";"89-78-1";"YS08XHA860";"1430390"
"44882";"17b2033f-198b-44bf-bf30-6280c9df833a";"METHYLENE BLUE ANHYDROUS";"61-73-4";"8NAP7826UB";"2198975"
"56450";"1ec754d4-e8cd-4cfd-85e6-ed00a35e6b2e";"MENADIONE";"58-27-5";"723JX6CXY5";"6728"
"24408";"deb24cf9-264e-4243-a9e7-89954e426eaa";"MEPERIDINE HYDROCHLORIDE";"50-13-5";"N8E7F7Q170";"103755"
"46127";"2edc26bd-ec01-4dc6-b592-bf9bac016048";"METHYLTESTOSTERONE";"58-18-4";"V9EFU16ZIF";"6904"
"21470";"e7fee0a8-1a38-4503-a268-f1654f22cc20";"LACTIC ACID, DL-";"50-21-5";"3B8D35Y7S4";"1314409"
"28524";"996bb397-5661-4069-a5ca-593d2d3b5af3";"MORPHINE HYDROCHLORIDE TRIHYDRATE";"6055-06-7";"Q5F3AS69LF";""
"16038";"63245578-4923-4007-ae41-69ee4837b7d8";"Sodium benzoate";"532-32-1";"OJ245FE5EU";"56455"
"17664";"367ee0af-589f-4293-9f57-3d9b43b0b47e";"Sodium bromide";"7647-15-6";"LC1V549NOM";"1311138"
"16040";"05b192a9-ad14-4b84-a913-2674ca12c352";"SODIUM CARBONATE";"497-19-8";"45P3261C7T";"36685"
"15823";"306d24b9-a6b8-4091-8024-02f9ec24b705";"Sodium chloride";"7647-14-5";"451W47IQ8X";"9863";"";""
"45608";"306d24b9-a6b8-4091-8024-02f9ec24b705";"Sodium chloride";"7647-14-5";"451W47IQ8X";"9863";"";""
"24798";"c5a015b1-c67f-465b-b7cc-d6b26f8070f4";"TRISODIUM CITRATE DIHYDRATE";"6132-04-3";"B22547B95K";"221163"
"47942";"8d692ac9-ea49-4702-ace9-68ca055f693b";"SODIUM PHOSPHATE, MONOBASIC, DIHYDRATE";"13472-35-0";"5QWK665956";"1311286";"";"314837|1311311"
"1034";"30df8c7f-4c93-45c2-892c-b82df95cd408";"SODIUM BICARBONATE";"144-55-8";"8MDF5V39QO";"36676"
"15485";"9cac92fa-8995-49e9-99bc-855973752ad5";"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS";"7558-79-4";"22ADO53M6F";"314838"
"16020";"04b02b1a-7ba6-49e9-9463-2b930341dea0";"Sodium hydroxide";"1310-73-2";"55X04QC32I";"9880"
"10019";"eef3ddf9-b8a9-44af-a260-fb6ad13fb13a";"Sodium iodide";"7681-82-5";"F5WR8N145C";"9884"
"16070";"60734408-429e-4c84-bb24-2f18b752d679";"SODIUM SALICYLATE";"54-21-7";"WIQ1H85SYP";"9907"
"17588";"2eecaec3-3c6a-4090-a7d2-2f5fe5ab57d9";"SODIUM SULFATE ANHYDROUS";"7757-82-6";"36KCS0R750";"1299926"
"17328";"d137338e-213e-4855-8e40-2771efd2a036";"SODIUM BORATE";"1303-96-4";"91MBZ8H3QO";"36680"
"21516";"3eb11f58-6909-454c-bd5e-05a76e6263cb";"SODIUM THIOSULFATE";"10102-17-7";"HX1032V43M";"36726"
"230";"38ee7c5a-b1c4-4b84-9f56-f9a50c6c2cdd";"NIACIN";"59-67-6";"2679MF687A";"7393"
"2035";"29c1f526-9f37-4821-be3b-f1922c0ea9c1";"NIACINAMIDE";"98-92-0";"25X51I8RD4";"7405"
"46454";"79be63c4-56bb-45b5-a373-b9650b458529";"NIKETHAMIDE";"59-26-7";"368IVD6M32";"7424"
"52426";"703af570-12d3-4a66-b9f7-9b733f4b802c";"NORADRENALINE HYDROCHLORIDE";"329-56-6";"4W6461XR05";"2256931"
"10144";"15fc75f0-12de-47af-92d2-aa29d4f19742";"NOREPINEPHRINE BITARTRATE";"108341-18-0";"IFY5PE3ZRW";"7508"
"16117";"1fafd27c-be66-4531-bd76-cab3457fad3c";"Oleyl oleate";"3687-45-4";"3X3L452Y85";"1426427"
"15007";"dbe30db9-e2f7-42a1-897d-344c3d8f9272";"ESTRADIOL";"50-28-2";"4TI98Z838E";"4083"
"41895";"dbe30db9-e2f7-42a1-897d-344c3d8f9272";"ESTRADIOL";"50-28-2";"4TI98Z838E";"4083"
"24645";"7ded53cb-787e-49a4-a78a-f719068ddf8a";"ESTRADIOL BENZOATE";"50-50-0";"1S4CJB5ZGN";"60661"
"18777";"9fd0b249-e7f5-4ecb-8c5d-0e403e9d2da7";"ESTRONE";"53-16-7";"2DI9HA706A";"4103"
"46006";"9b1c8186-f946-4c54-9488-fa4b1026b056";"OLIVE OIL";"8001-25-0";"6UYK2W1W1E";"1309250"
"55545";"69f7d34c-0c08-40ad-883c-db26325bdbf7";"TOLU BALSAM";"8011-89-0";"TD2LE91MBE";"1116238"
"24390";"091b55b4-ded3-4372-adab-785eddede68f";"PAPAVERINE HYDROCHLORIDE";"61-25-6";"23473EC6BQ";"203132"
"24125";"91a643ec-1bfe-4b83-94fa-b1a26303b66f";"PENICILLIN G POTASSIUM";"113-98-4";"VL775ZTH4C";"203133"
"24126";"70689b98-323c-4883-81c7-2e9f935cf1e1";"PENICILLIN G SODIUM";"69-57-8";"YS5LY7JF4N";"9900"
"27943";"8df8c45a-b934-4cf5-973f-1c1fa79b366c";"PENTETRAZOL";"54-95-5";"WM5Z385K7T";"8015"
"23198";"44c088c8-e572-40a3-a846-049d9955ba3f";"PEPPERMINT OIL";"8006-90-4";"AV092KU4JH";"33094"
"47391";"44c088c8-e572-40a3-a846-049d9955ba3f";"PEPPERMINT OIL";"8006-90-4";"AV092KU4JH";"33094"
"23860";"3ceaab96-d41d-4689-8f5d-037f74ec0dc6";"Phenol";"108-95-2";"339NCG44TV";"33290";"";"239351"
"565";"59189426-490f-40e3-badd-a7006b740fcc";"PHENOBARBITAL";"50-06-6";"YQE403BP4D";"8134"
"24412";"0577ea04-5135-4a65-a713-78789a300722";"PHENOBARBITAL SODIUM";"57-30-7";"SW9M9BB5K3";"82077"
"1952";"773a0ffb-9706-4f50-9973-628bdf152d66";"ANTIPYRINE";"60-80-0";"T3CHA1B51H";"1001"
"24304";"45bcba09-2218-4bc8-a146-4d4a43a61544";"DIPYRONE";"5907-38-0";"6429L0L52Y";"3523"
"16221";"dd26a63e-885b-4b96-87e2-2b2007edd5b8";"Phosphoric acid";"7664-38-2";"E4GA8884NN";"8259"
"21592";"8b297e9c-f18f-49b1-8c34-421ba5340d75";"PHYSOSTIGMINE SALICYLATE";"57-64-7";"2046ZRO9VU";"33656"
"24413";"2f2b3e85-2cca-41dd-921d-c8eaf6feb376";"PILOCARPINE HYDROCHLORIDE";"54-71-7";"0WW6D218XJ";"235426"
"24452";"7e67ef19-0f7f-4956-928d-a03c09fda925";"PROCAINE HYDROCHLORIDE";"51-05-8";"95URV01IDQ";"106558"
"24129";"b80b919e-3a06-4afa-9dc4-cc3fbe1d8ca6";"PENICILLIN G PROCAINE";"6130-64-9";"17R794ESYN";"7983"
"21326";"7545274c-75cc-47ff-b51b-387c92d4e188";"Progesterone";"57-83-0";"4G7DS2Q64Y";"8727";"";"259409"
"1732";"0318c7af-0119-4b80-b212-6142f9142cd7";"PROPYLTHIOURACIL";"51-52-5";"721M9407IY";"8794"
"25039";"28411f45-8e88-4d49-8ce3-51d9dcc84ba0";"PYRIDOXINE HYDROCHLORIDE";"58-56-0";"68Y4CF58BV";"203164"
"854";"57677466-9b27-4471-b1dc-a4364c9d5b39";"RESERPINE";"50-55-5";"8B1QWR724A";"9260"
"16394";"f917d420-86a3-437d-9462-de489864610d";"Resorcinol";"108-46-3";"YUL4LO94HK";"35382"
"24387";"83a81727-5773-4087-a80d-c42115263c9a";"RUTOSIDE TRIHYDRATE";"250249-75-3";"RF4N03853G";""
"21487";"08e24135-0ba0-455b-a0d3-18dffe8b2f89";"SACCHARIN SODIUM";"6155-57-3";"SB8ZUX40TY";"1305723";"";"281678"
"16697";"cca21169-fa1e-4309-b2b8-9f6944adcfb4";"Sucrose";"57-50-1";"C151H8M554";"10159";"";""
"608";"77ecc185-155e-4f2d-8b74-81c91be840d2";"Salicylic acid";"69-72-7";"O414PZ4LPZ";"9525";"";"9522"
"28495";"0b804d1a-8320-44ea-bd0a-38e7851d82d7";"SCOPOLAMINE HYDROBROMIDE";"6533-68-2";"451IFR0GXB";"9603"
"10151";"3424166b-daff-45e6-9d01-ea4dff9e619c";"SILVER NITRATE";"7761-88-8";"95IT3W8JZE";"9789"
"23214";"bc66b10a-77d0-4001-8f9a-ba22ca91aa2f";"SORBITOL";"50-70-4";"506T60A25R";"9945"
"27669";"bb775d60-8608-47cf-b91b-f46c3b4a4cb3";"STREPTOMYCIN SULFATE";"3810-74-0";"CW25IKJ202";"10110"
"24357";"dd294b59-4f4d-4479-986c-a63ce4eb7194";"OUABAIN OCTAHYDRATE";"11018-89-6";"1K0J875G48";""
"16505";"269e563f-3ce2-4764-963b-e5e9e2d3dcaf";"SULFISOMIDINE";"515-64-0";"W03L3ODK6E";"10206"
"16511";"6e0f1504-9686-489e-ba48-13d0a3c03d81";"TALC";"14807-96-6";"7SEV7J4R1U";"10323"
"2187";"1b2dd8d2-974b-4050-ade5-c3566b2e9915";"TANNIC ACID";"1401-55-4";"28F9E0DJY6";"10328"
"1130";"de5088e3-60d2-48db-8c91-311bd3435f32";"TESTOSTERONE";"58-22-0";"3XMK78S47O";"10379"
"24200";"bf45f2a1-35b1-40d0-a2b2-cc0ff8e35b01";"Testosterone propionate";"57-85-2";"WI93Z9138A";"10382"
"24203";"50bc7188-a821-4e15-babb-98866a3809a3";"TETRACYCLINE HYDROCHLORIDE";"64-75-5";"P6R62377KV";"142446"
"305";"76c4b680-31ca-4f46-95c2-5ba927dc573a";"THEOPHYLLINE ANHYDROUS";"58-55-9";"0I55128JYK";"91178"
"16545";"e868eadb-5703-4c2a-bd58-1938bdf13a3b";"Thymol";"89-83-8";"3J50XA376E";"10553"
"24313";"6b39d8bf-9bc2-44e6-b990-54431ac6a681";".ALPHA.-TOCOPHEROL ACETATE, DL-";"52225-20-4";"WR1WPI7EW8";"317841"
"19428";"d1f612b1-7fa6-4a9e-aa65-626fda4f45c9";"KAOLIN";"1332-58-7";"24H4NWX5CO";"6102";"";"104100"
"25180";"3ecd6c37-6164-4b44-a87a-5f5e1c7a5396";"TRAGACANTH";"9000-65-1";"2944357O2O";"1368197";"";"1232630"
"28081";"0af47d55-bfe1-4744-9166-36c9bf0d81ce";"Trichloroacetic acid";"76-03-9";"5V2JDO056X";"10773";"";"618564"
"17276";"1b1850ea-f7d2-44ea-91f5-2155406fb13d";"Vanillin";"121-33-5";"CHI530446X";"1368176"
"762";"74eb553d-8998-4be3-9979-d8fcd4ef8098";"AMINOPHYLLINE";"317-34-0";"27Y3KJK423";"689"
"22740";"9e65d0a0-88fc-46ac-bd17-7204cdea03e9";"TARTARIC ACID";"87-69-4";"W4888I119H";"37578";"526-83-0";"1314221"
"56292";"9e65d0a0-88fc-46ac-bd17-7204cdea03e9";"TARTARIC ACID";"87-69-4";"W4888I119H";"37578";"526-83-0";"1314221"
"15222";"47ac3846-cf72-44b2-b925-bb1424c2c1e7";"BISMUTH SUBGALLATE";"99-26-3";"YIW503MI7V";"19476"
"16886";"1c3b23a2-91a9-4168-94ed-292cefb2f984";"BISMUTH SUBNITRATE";"1304-85-4";"H19J064BA5";"19477"
"10013";"97fdc6bd-6d59-426b-a691-36e48b970f13";"BISMUTH SUBSALICYLATE";"14882-18-9";"62TEY51RR1";"19478"
"16660";"d98d7f25-cae5-44af-be00-17d7a6e27ebc";"LANOLIN";"8020-84-6";"7EV65EAW6H";"6227";"8020-84-6";"1363703"
"15059";"e21f8a9d-5420-4715-9726-14fb6ef70bd4";"LANOLIN ALCOHOLS";"8027-33-6";"884C3FA9HE";"1426478"
"946";"8eee1253-c04c-48cb-ac55-48ad8c974ef8";"Zinc oxide";"1314-13-2";"SOI2LOH54Z";"11423"
"24958";"5fab5f51-cac1-4192-b293-05f0caf7827d";"ZINC SULFATE HEPTAHYDRATE";"7446-20-0";"N57JI2K7WP";"1311282"
"64";"5ad058f5-edce-4144-9b9b-a98872fac614";"ACETAZOLAMIDE";"59-66-5";"O3FX965V0I";"167"
"2045";"852e3e86-34b9-4601-bcf9-62d3956aa6e7";"WARFARIN";"81-81-2";"5Q7ZVV76EI";"11289"
"3126";"0afe2658-e720-417b-8812-48786e568c40";"FUSIDIC ACID";"6990-06-3";"59XE10C19C";"4608";"";"113608"
"293";"71b50618-39ae-4910-90d6-654915e20d84";"ACETYLCYSTEINE";"616-91-1";"WYQ7N0BPYC";"197"
"2088";"19610e8a-88c4-4fc2-bfc5-b19ef3f306c4";"DACTINOMYCIN";"50-76-0";"1CC1JFE158";"3100"
"21448";"faf80443-29d3-4a54-8beb-2919a1098e53";"AMANTADINE";"768-94-5";"BF4C9Z1J53";"620"
"28299";"097da217-2d84-4214-9a91-efe02f27e160";"REPOSITORY CORTICOTROPIN";"9002-60-2";"K0U68Q2TXA";"";"";""
"28297";"0303e570-4db9-4bb6-bc8b-116258d6e131";"COSYNTROPIN";"16960-16-0";"72YY86EA29";"2890"
"2087";"867524b8-dbb1-4552-9d8f-df68e824b27e";"ETHACRYNIC ACID";"58-54-8";"M5DP350VZV";"4109";"";"62349"
"24610";"0d28ed01-5c4e-439d-87a5-95a1222b798a";"FUSIDIC ACID HEMIHYDRATE";"172343-30-5";"W540G73230";""
"3297";"c745a4f9-bf57-489e-85dd-bafb3a8e7362";"HYDROXYCHLOROQUINE";"118-42-3";"4QWG6N8QKH";"5521"
"1649";"69bfecac-f9ad-4105-8eec-ea673dd88ac4";"CLOFIBRATE";"637-07-0";"HPN91K7FU3";"2594"
"3267";"0fe38025-35b9-456a-bdaf-29236aeb9520";"PYRIMETHAMINE";"58-14-0";"Z3614QOX8W";"9010"
"959";"9d49a7fb-76da-4ddb-93d3-370ae94ee859";"PRIMIDONE";"125-33-7";"13AFD7670Q";"8691"
"961";"af91c578-9bcc-4794-8394-b9dd3a381d4c";"ETHOSUXIMIDE";"77-67-8";"5SEH9X1D1D";"4135"
"1439";"c3489ab2-ca43-463f-b3ed-0021db4006a2";"CARBIMAZOLE";"22232-54-8";"8KQ660G60G";"2020"
"1675";"76960c91-ffbc-40cd-a862-8a3a858209fd";"FENFLURAMINE";"458-24-2";"2DS058H2CF";"4328"
"197";"e2c7af9f-2b6e-4b5d-b3dc-1a238ba48fc5";"TROPICAMIDE";"1508-75-4";"N0A3Z5XTC6";"10869"
"912";"8f26c9e6-1195-4ff8-80cf-dda02ede3ba5";"METOCLOPRAMIDE";"364-62-5";"L4YEB44I46";"6915"
"26113";"0ad81a30-92cd-44d2-b8e9-520773e948ce";"PROCAINAMIDE";"51-06-9";"L39WTC366D";"8700"
"472";"9a4b407a-6709-4838-b469-57df206cbacb";"PROCAINAMIDE HYDROCHLORIDE";"614-39-1";"SI4064O0LX";"155056"
