# 2024-05-27
# Data taken from the EDQM Standard Terms database (http://standardterms.edqm.eu) with the permission of the European Directorate for the Quality of Medicines & HealthCare, Council of Europe (EDQM).
"SOURCECODE";"TARGETCLASS";"TARGETCODE"
"11602000";"RCA";"0047"
"11603000";"BDF";"0085"
"11603000";"ISI";"0034"
"11603000";"RCA";"0047"
"11701000";"BDF";"0073"
"11701000";"ISI";"0105"
"11701000";"RCA";"0047"
"11801000";"BDF";"0083"
"11801000";"ISI";"0026"
"11801000";"RCA";"0047"
"11802000";"BDF";"0085"
"11802000";"ISI";"0026"
"11802000";"RCA";"0047"
"11803000";"BDF";"0080"
"11803000";"ISI";"0026"
"11803000";"RCA";"0047"
"11804000";"BDF";"0074"
"11804000";"ISI";"0026"
"11804000";"RCA";"0047"
"11805000";"BDF";"0067"
"11805000";"ISI";"0026"
"11805000";"RCA";"0047"
"11901000";"BDF";"0095"
"11901000";"ISI";"0027"
"11901000";"RCA";"0045"
"11902000";"BDF";"0083"
"11902000";"ISI";"0027"
"11902000";"RCA";"0047"
"11903000";"BDF";"0085"
"11903000";"ISI";"0027"
"11903000";"RCA";"0047"
"11904000";"BDF";"0080"
"11904000";"ISI";"0027"
"11904000";"RCA";"0047"
"11905000";"BDF";"0069"
"11905000";"ISI";"0027"
"11905000";"RCA";"0045"
"11905000";"RCA";"0047"
"11906000";"BDF";"0051"
"11906000";"ISI";"0027"
"11906000";"RCA";"0045"
"11906000";"RCA";"0047"
"12001000";"BDF";"0056"
"12001000";"ISI";"0024"
"12001000";"RCA";"0045"
"12001500";"BDF";"0073"
"12001500";"ISI";"0024"
"12001500";"RCA";"0045"
"12002000";"BDF";"0056"
"12002000";"ISI";"0024"
"12002000";"RCA";"0047"
"12003000";"BDF";"0056"
"12003000";"ISI";"0024"
"12003000";"RCA";"0047"
"12004000";"BDF";"0083"
"12004000";"ISI";"0024"
"12004000";"RCA";"0047"
"12100500";"BDF";"0056"
"12100500";"ISI";"0037"
"12100500";"RCA";"0047"
"12101000";"BDF";"0081"
"12101000";"ISI";"0037"
"12101000";"RCA";"0047"
"12102000";"BDF";"0083"
"12102000";"ISI";"0025"
"12102000";"RCA";"0047"
"12103000";"BDF";"0083"
"12103000";"ISI";"0025"
"12103000";"RCA";"0047"
"12104000";"BDF";"0067"
"12104000";"ISI";"0037"
"12104000";"RCA";"0047"
"12105000";"BDF";"0092"
"12105000";"ISI";"0037"
"12105000";"RCA";"0047"
"12106000";"BDF";"0092"
"12106000";"ISI";"0037"
"12106000";"RCA";"0047"
"12107000";"BDF";"0092"
"12107000";"ISI";"0037"
"12107000";"RCA";"0047"
"12108000";"BDF";"0083"
"12108000";"ISI";"0107"
"12108000";"RCA";"0047"
"12109000";"BDF";"0079"
"12109000";"ISI";"0037"
"12109000";"RCA";"0047"
"12109900";"BDF";"0083"
"12109900";"ISI";"0037"
"12109900";"RCA";"0047"
"12110000";"BDF";"0085"
"12110000";"ISI";"0107"
"12110000";"RCA";"0047"
"12111000";"BDF";"0080"
"12111000";"ISI";"0107"
"12111000";"RCA";"0047"
"12111500";"BDF";"0083"
"12111500";"ISI";"0109"
"12111500";"RCA";"0047"
"12112000";"BDF";"0083"
"12112000";"ISI";"0025"
"12112000";"RCA";"0047"
"12113000";"BDF";"0083"
"12113000";"ISI";"0037"
"12113000";"RCA";"0047"
"12114000";"BDF";"0083"
"12114000";"ISI";"0106"
"12114000";"RCA";"0047"
"12115000";"BDF";"0083"
"12115000";"ISI";"0037"
"12115000";"RCA";"0047"
"12115100";"BDF";"0056"
"12115100";"ISI";"0037"
"12115100";"RCA";"0047"
"12115200";"BDF";"0066"
"12115200";"ISI";"0037"
"12115200";"RCA";"0047"
"12115500";"BDF";"0083"
"12115500";"ISI";"0037"
"12115500";"RCA";"0047"
"12117000";"BDF";"0056"
"12117000";"ISI";"0037"
"12117000";"RCA";"0047"
"12117500";"BDF";"0056"
"12117500";"ISI";"0037"
"12117500";"RCA";"0047"
"12118000";"BDF";"0096"
"12118000";"ISI";"0033"
"12118000";"RCA";"0047"
"12118500";"BDF";"0059"
"12118500";"ISI";"0110"
"12118500";"RCA";"0047"
"12119000";"BDF";"0056"
"12119000";"ISI";"0037"
"12119000";"RCA";"0047"
"12120000";"BDF";"0073"
"12120000";"ISI";"0108"
"12120000";"RCA";"0047"
"12130000";"BDF";"0056"
"12130000";"ISI";"0037"
"12130000";"RCA";"0047"
"12131000";"BDF";"0083"
"12131000";"ISI";"0029"
"12131000";"ISI";"0030"
"12131000";"ISI";"0034"
"12131000";"RCA";"0047"
"12301000";"BDF";"0087"
"12301000";"ISI";"0034"
"12301000";"RCA";"0047"
"12302000";"BDF";"0087"
"12302000";"ISI";"0034"
"12302000";"RCA";"0047"
"12303000";"BDF";"0087"
"12303000";"ISI";"0034"
"12303000";"RCA";"0047"
"13001000";"BDF";"0078"
"13001000";"ISI";"0033"
"13001000";"RCA";"0047"
"13002000";"BDF";"0078"
"13002000";"ISI";"0034"
"13002000";"RCA";"0047"
"13003000";"BDF";"0078"
"13003000";"ISI";"0032"
"13003000";"RCA";"0047"
"13004000";"BDF";"0078"
"13004000";"ISI";"0033"
"13004000";"RCA";"0047"
"13005000";"BDF";"0079"
"13005000";"ISI";"0033"
"13005000";"RCA";"0047"
"13006000";"BDF";"0066"
"13006000";"ISI";"0021"
"13006000";"RCA";"0047"
"13007000";"BDF";"0053"
"13007000";"ISI";"0031"
"13007000";"RCA";"0047"
"13008000";"BDF";"0080"
"13008000";"ISI";"0033"
"13008000";"RCA";"0047"
"13009000";"BDF";"0066"
"13009000";"ISI";"0034"
"13009000";"RCA";"0047"
"13010000";"BDF";"0066"
"13010000";"ISI";"0030"
"13010000";"RCA";"0047"
"13011000";"BDF";"0066"
"13011000";"ISI";"0030"
"13011000";"RCA";"0047"
"13012000";"BDF";"0087"
"13012000";"ISI";"0033"
"13012000";"RCA";"0047"
"13013000";"BDF";"0087"
"13013000";"ISI";"0033"
"13013000";"RCA";"0047"
"13014000";"BDF";"0073"
"13014000";"ISI";"0022"
"13014000";"RCA";"0047"
"13015000";"BDF";"0053"
"13015000";"ISI";"0035"
"13015000";"RCA";"0047"
"13016000";"BDF";"0083"
"13016000";"ISI";"0032"
"13016000";"RCA";"0047"
"13017000";"BDF";"0083"
"13017000";"ISI";"0032"
"13017000";"RCA";"0047"
"13018000";"BDF";"0056"
"13018000";"ISI";"0033"
"13018000";"RCA";"0045"
"13019000";"BDF";"0059"
"13019000";"ISI";"0029"
"13019000";"RCA";"0047"
"13020000";"BDF";"0066"
"13020000";"ISI";"0029"
"13020000";"RCA";"0047"
"13021000";"BDF";"0066"
"13021000";"ISI";"0022"
"13021000";"RCA";"0047"
"13022000";"BDF";"0066"
"13022000";"ISI";"0023"
"13022000";"RCA";"0047"
"13023000";"BDF";"0066"
"13023000";"ISI";"0033"
"13023000";"RCA";"0047"
"13024000";"BDF";"0066"
"13024000";"ISI";"0105"
"13024000";"RCA";"0047"
"13025000";"BDF";"0066"
"13025000";"ISI";"0029"
"13025000";"RCA";"0047"
"13026000";"BDF";"0066"
"13026000";"ISI";"0032"
"13026000";"RCA";"0047"
"13027000";"BDF";"0066"
"13027000";"ISI";"0033"
"13027000";"RCA";"0045"
"13028000";"BDF";"0066"
"13028000";"ISI";"0033"
"13028000";"RCA";"0045"
"13029000";"BDF";"0066"
"13029000";"ISI";"0030"
"13029000";"RCA";"0047"
"13031000";"BDF";"0066"
"13031000";"ISI";"0037"
"13031000";"RCA";"0047"
"13032000";"BDF";"0066"
"13032000";"ISI";"0022"
"13032000";"RCA";"0047"
"13033000";"BDF";"0083"
"13033000";"ISI";"0033"
"13033000";"RCA";"0047"
"13034000";"BDF";"0083"
"13034000";"ISI";"0037"
"13034000";"RCA";"0047"
"13035000";"BDF";"0084"
"13035000";"ISI";"0037"
"13035000";"RCA";"0047"
"13036000";"BDF";"0085"
"13036000";"ISI";"0033"
"13036000";"RCA";"0047"
"13037000";"BDF";"0085"
"13037000";"ISI";"0031"
"13037000";"RCA";"0047"
"13038000";"BDF";"0085"
"13038000";"ISI";"0037"
"13038000";"RCA";"0047"
"13039000";"BDF";"0085"
"13039000";"ISI";"0033"
"13039000";"RCA";"0047"
"13040000";"BDF";"0066"
"13040000";"ISI";"0033"
"13040000";"RCA";"0047"
"13041000";"BDF";"0083"
"13041000";"ISI";"0029"
"13041000";"RCA";"0047"
"13042000";"BDF";"0083"
"13042000";"ISI";"0037"
"13042000";"RCA";"0047"
"13043000";"BDF";"0075"
"13043000";"ISI";"0033"
"13043000";"RCA";"0045"
"13044000";"BDF";"0083"
"13044000";"ISI";"0030"
"13044000";"RCA";"0047"
"13045000";"BDF";"0085"
"13045000";"ISI";"0028"
"13045000";"RCA";"0047"
"13046000";"BDF";"0053"
"13046000";"ISI";"0031"
"13046000";"RCA";"0047"
"13047000";"BDF";"0083"
"13047000";"ISI";"0033"
"13047000";"RCA";"0047"
"13048000";"BDF";"0053"
"13048000";"ISI";"0033"
"13048000";"RCA";"0047"
"13049000";"BDF";"0079"
"13049000";"ISI";"0033"
"13049000";"RCA";"0047"
"13050000";"BDF";"0087"
"13050000";"ISI";"0033"
"13050000";"RCA";"0047"
"13051000";"BDF";"0083"
"13051000";"ISI";"0022"
"13051000";"ISI";"0033"
"13051000";"RCA";"0047"
"13052000";"BDF";"0066"
"13052000";"ISI";"0022"
"13052000";"ISI";"0033"
"13052000";"RCA";"0047"
"13054000";"BDF";"0083"
"13054000";"ISI";"0024"
"13054000";"RCA";"0045"
"13055000";"BDF";"0083"
"13055000";"ISI";"0031"
"13055000";"RCA";"0047"
"13056000";"BDF";"0066"
"13056000";"ISI";"0024"
"13056000";"RCA";"0047"
"13058000";"BDF";"0069"
"13058000";"ISI";"0031"
"13058000";"RCA";"0047"
"13061000";"BDF";"0083"
"13061000";"ISI";"0033"
"13061000";"RCA";"0047"
"13065000";"BDF";"0073"
"13065000";"ISI";"0026"
"13065000";"RCA";"0047"
"13066000";"BDF";"0069"
"13066000";"ISI";"0022"
"13066000";"RCA";"0047"
"13067000";"BDF";"0059"
"13067000";"ISI";"0031"
"13067000";"RCA";"0047"
"13076000";"BDF";"0083"
"13076000";"ISI";"0033"
"13076000";"RCA";"0045"
"13077000";"BDF";"0080"
"13077000";"ISI";"0119"
"13077000";"RCA";"0047"
"13078000";"BDF";"0083"
"13078000";"ISI";"0024"
"13078000";"RCA";"0045"
"13078000";"RCA";"0047"
"13079000";"BDF";"0066"
"13079000";"ISI";"0024"
"13079000";"RCA";"0045"
"13079000";"RCA";"0047"
"13080000";"BDF";"0083"
"13080000";"ISI";"0024"
"13080000";"RCA";"0045"
"13080000";"RCA";"0047"
"13082000";"BDF";"0079"
"13082000";"ISI";"0024"
"13082000";"RCA";"0045"
"13082000";"RCA";"0047"
"13084000";"BDF";"0085"
"13084000";"ISI";"0031"
"13084000";"RCA";"0047"
"13085000";"BDF";"0078"
"13085000";"ISI";"0031"
"13085000";"RCA";"0047"
"13087000";"BDF";"0085"
"13087000";"ISI";"0110"
"13087000";"RCA";"0047"
"13089000";"BDF";"0059"
"13089000";"ISI";"0031"
"13089000";"RCA";"0047"
"13091000";"BDF";"0080"
"13091000";"ISI";"0033"
"13091000";"RCA";"0047"
"13096000";"BDF";"0059"
"13096000";"ISI";"0029"
"13096000";"RCA";"0047"
"13098000";"BDF";"0059"
"13098000";"ISI";"0031"
"13098000";"ISI";"0110"
"13098000";"RCA";"0047"
"13099000";"BDF";"0066"
"13099000";"ISI";"0024"
"13099000";"RCA";"0047"
"13100000";"BDF";"0083"
"13100000";"ISI";"0024"
"13100000";"RCA";"0047"
"13102000";"BDF";"0074"
"13102000";"ISI";"0116"
"13102000";"RCA";"0047"
"13105000";"BDF";"0066"
"13105000";"ISI";"0118"
"13105000";"RCA";"0047"
"13106000";"BDF";"0114"
"13106000";"ISI";"0031"
"13106000";"RCA";"0047"
"13107000";"BDF";"0083"
"13107000";"ISI";"0025"
"13107000";"ISI";"0033"
"13107000";"RCA";"0047"
"13111000";"BDF";"0066"
"13111000";"ISI";"0036"
"13111000";"RCA";"0047"
"13113000";"BDF";"0073"
"13113000";"ISI";"0027"
"13113000";"RCA";"0047"
"13115000";"BDF";"0115"
"13115000";"ISI";"0022"
"13115000";"RCA";"0047"
"13116000";"BDF";"0059"
"13116000";"ISI";"0033"
"13116000";"RCA";"0047"
"13118000";"BDF";"0069"
"13118000";"ISI";"0031"
"13118000";"RCA";"0047"
"13123000";"BDF";"0074"
"13123000";"ISI";"0119"
"13123000";"RCA";"0047"
"13124000";"BDF";"0115"
"13124000";"ISI";"0022"
"13124000";"RCA";"0047"
"13126000";"BDF";"0079"
"13126000";"ISI";"0033"
"13126000";"RCA";"0045"
"13127000";"BDF";"0059"
"13127000";"ISI";"0118"
"13127000";"RCA";"0047"
"13128000";"BDF";"0083"
"13128000";"ISI";"0037"
"13128000";"RCA";"0045"
"13129000";"BDF";"0079"
"13129000";"ISI";"0034"
"13129000";"RCA";"0047"
"13133000";"BDF";"0085"
"13133000";"ISI";"0031"
"13133000";"RCA";"0044"
"13134000";"BDF";"0085"
"13134000";"ISI";"0031"
"13134000";"RCA";"0045"
"13135000";"BDF";"0085"
"13135000";"ISI";"0031"
"13135000";"RCA";"0046"
"13136000";"BDF";"0066"
"13136000";"ISI";"0031"
"13136000";"RCA";"0044"
"13139000";"BDF";"0078"
"13139000";"ISI";"0033"
"13139000";"RCA";"0047"
"13140000";"BDF";"0083"
"13140000";"ISI";"0022"
"13140000";"ISI";"0032"
"13140000";"RCA";"0047"
"13141000";"BDF";"0102"
"13141000";"ISI";"0032"
"13141000";"RCA";"0045"
"13145000";"BDF";"0056"
"13145000";"ISI";"0022"
"13145000";"RCA";"0047"
"13148000";"BDF";"0063"
"13148000";"ISI";"0036"
"13148000";"RCA";"0045"
"13149000";"BDF";"0052"
"13149000";"ISI";"0032"
"13149000";"RCA";"0047"
"13152000";"BDF";"0078"
"13152000";"ISI";"0033"
"13152000";"RCA";"0047"
"13154000";"BDF";"0053"
"13154000";"ISI";"0031"
"13154000";"RCA";"0047"
"13158000";"BDF";"0069"
"13158000";"ISI";"0110"
"13158000";"RCA";"0047"
"13159000";"BDF";"0083"
"13159000";"ISI";"0030"
"13159000";"RCA";"0045"
"13162000";"BDF";"0078"
"13162000";"ISI";"0022"
"13162000";"RCA";"0047"
"13163000";"BDF";"0053"
"13163000";"ISI";"0031"
"13163000";"RCA";"0047"
"13164000";"BDF";"0083"
"13164000";"ISI";"0037"
"13164000";"RCA";"0047"
"13165000";"BDF";"0085"
"13165000";"ISI";"0022"
"13165000";"RCA";"0047"
"13167000";"BDF";"0080"
"13167000";"ISI";"0032"
"13167000";"RCA";"0047"
"13168000";"BDF";"0083"
"13168000";"ISI";"0032"
"13168000";"RCA";"0047"
"13169000";"BDF";"0085"
"13169000";"ISI";"0032"
"13169000";"RCA";"0047"
"13174000";"BDF";"0066"
"13174000";"ISI";"0024"
"13174000";"RCA";"0045"
"13174000";"RCA";"0047"
"13175000";"BDF";"0069"
"13175000";"ISI";"0031"
"13175000";"RCA";"0045"
"13176000";"BDF";"0066"
"13176000";"ISI";"0031"
"13176000";"RCA";"0045"
"13177000";"BDF";"0053"
"13177000";"ISI";"0031"
"13177000";"RCA";"0044"
"13178000";"BDF";"0066"
"13178000";"ISI";"0031"
"13178000";"RCA";"0044"
"13179000";"BDF";"0053"
"13179000";"ISI";"0031"
"13179000";"RCA";"0046"
"13180000";"BDF";"0053"
"13180000";"ISI";"0031"
"13180000";"RCA";"0045"
"13184000";"BDF";"0066"
"13184000";"ISI";"0029"
"13184000";"ISI";"0030"
"13184000";"ISI";"0034"
"13184000";"RCA";"0047"
"13186000";"BDF";"0073"
"13186000";"ISI";"0033"
"13186000";"RCA";"0045"
"13187000";"BDF";"0079"
"13187000";"ISI";"0033"
"13187000";"RCA";"0045"
"13188000";"BDF";"0083"
"13188000";"ISI";"0033"
"13188000";"RCA";"0045"
"13190000";"BDF";"0055"
"13190000";"ISI";"0030"
"13190000";"RCA";"0045"
"13191000";"BDF";"0055"
"13191000";"ISI";"0030"
"13191000";"RCA";"0045"
"13193000";"BDF";"0120"
"13193000";"ISI";"0031"
"13193000";"RCA";"0047"
"30047500";"BDF";"0102"
"30047500";"ISI";"0037"
"30047500";"RCA";"0045"
"50001000";"BDF";"0069"
"50001000";"ISI";"0031"
"50001000";"RCA";"0047"
"50009000";"BDF";"0078"
"50009000";"ISI";"0022"
"50009000";"RCA";"0047"
"50009300";"BDF";"0078"
"50009300";"ISI";"0033"
"50009300";"RCA";"0047"
"50009500";"BDF";"0078"
"50009500";"ISI";"0033"
"50009500";"RCA";"0047"
"50009750";"BDF";"0078"
"50009750";"ISI";"0028"
"50009750";"RCA";"0047"
"50010000";"BDF";"0078"
"50010000";"ISI";"0031"
"50010000";"RCA";"0047"
"50011000";"BDF";"0078"
"50011000";"ISI";"0031"
"50011000";"ISI";"0035"
"50011000";"RCA";"0047"
"50012000";"BDF";"0078"
"50012000";"ISI";"0109"
"50012000";"RCA";"0047"
"50013000";"BDF";"0078"
"50013000";"ISI";"0028"
"50013000";"RCA";"0047"
"50013250";"BDF";"0078"
"50013250";"ISI";"0109"
"50013250";"RCA";"0047"
"50013500";"BDF";"0078"
"50013500";"ISI";"0037"
"50013500";"RCA";"0047"
"50014000";"BDF";"0078"
"50014000";"ISI";"0033"
"50014000";"RCA";"0047"
"50015000";"BDF";"0074"
"50015000";"ISI";"0022"
"50015000";"ISI";"0029"
"50015000";"RCA";"0047"
"50015100";"BDF";"0085"
"50015100";"ISI";"0021"
"50015100";"ISI";"0022"
"50015100";"RCA";"0047"
"50015200";"BDF";"0074"
"50015200";"ISI";"0022"
"50015200";"ISI";"0029"
"50015200";"RCA";"0047"
"50015300";"BDF";"0083"
"50015300";"ISI";"0022"
"50015300";"ISI";"0031"
"50015300";"ISI";"0032"
"50015300";"RCA";"0047"
"50015400";"BDF";"0094"
"50015400";"ISI";"0022"
"50015400";"ISI";"0032"
"50015400";"RCA";"0047"
"50015450";"BDF";"0083"
"50015450";"ISI";"0022"
"50015450";"ISI";"0032"
"50015450";"RCA";"0047"
"50015500";"BDF";"0080"
"50015500";"ISI";"0022"
"50015500";"RCA";"0047"
"50016000";"BDF";"0074"
"50016000";"ISI";"0022"
"50016000";"RCA";"0047"
"50017000";"BDF";"0075"
"50017000";"ISI";"0023"
"50017000";"RCA";"0047"
"50017500";"BDF";"0079"
"50017500";"ISI";"0033"
"50017500";"RCA";"0047"
"50018000";"BDF";"0083"
"50018000";"ISI";"0021"
"50018000";"ISI";"0030"
"50018000";"RCA";"0047"
"50018500";"BDF";"0085"
"50018500";"ISI";"0021"
"50018500";"ISI";"0030"
"50018500";"RCA";"0047"
"50019000";"BDF";"0074"
"50019000";"ISI";"0021"
"50019000";"ISI";"0030"
"50019000";"RCA";"0047"
"50019500";"BDF";"0083"
"50019500";"ISI";"0021"
"50019500";"ISI";"0029"
"50019500";"ISI";"0030"
"50019500";"RCA";"0047"
"50020000";"BDF";"0083"
"50020000";"ISI";"0021"
"50020000";"ISI";"0029"
"50020000";"ISI";"0030"
"50020000";"RCA";"0047"
"50020200";"BDF";"0085"
"50020200";"ISI";"0021"
"50020200";"ISI";"0029"
"50020200";"RCA";"0047"
"50020500";"BDF";"0069"
"50020500";"ISI";"0117"
"50020500";"RCA";"0047"
"50021000";"BDF";"0080"
"50021000";"ISI";"0033"
"50021000";"RCA";"0047"
"50022000";"BDF";"0085"
"50022000";"ISI";"0029"
"50022000";"RCA";"0047"
"50023500";"BDF";"0069"
"50023500";"ISI";"0031"
"50023500";"RCA";"0044"
"50024000";"BDF";"0083"
"50024000";"ISI";"0032"
"50024000";"RCA";"0047"
"50024500";"BDF";"0083"
"50024500";"ISI";"0029"
"50024500";"ISI";"0032"
"50024500";"RCA";"0047"
"50025000";"BDF";"0069"
"50025000";"ISI";"0031"
"50025000";"RCA";"0044"
"50026000";"BDF";"0053"
"50026000";"ISI";"0031"
"50026000";"RCA";"0044"
"50026250";"BDF";"0069"
"50026250";"ISI";"0031"
"50026250";"RCA";"0045"
"50028000";"BDF";"0053"
"50028000";"ISI";"0031"
"50028000";"ISI";"0035"
"50028000";"RCA";"0047"
"50029000";"BDF";"0053"
"50029000";"ISI";"0031"
"50029000";"RCA";"0047"
"50029150";"BDF";"0053"
"50029150";"ISI";"0031"
"50029150";"ISI";"0035"
"50029150";"RCA";"0047"
"50029250";"BDF";"0053"
"50029250";"ISI";"0031"
"50029250";"RCA";"0047"
"50029500";"BDF";"0053"
"50029500";"ISI";"0036"
"50029500";"RCA";"0047"
"50029600";"BDF";"0051"
"50029600";"ISI";"0031"
"50029600";"RCA";"0044"
"50029800";"BDF";"0056"
"50029800";"ISI";"0034"
"50029800";"RCA";"0047"
"50030000";"BDF";"0069"
"50030000";"ISI";"0034"
"50030000";"RCA";"0047"
"50031000";"BDF";"0069"
"50031000";"ISI";"0034"
"50031000";"RCA";"0047"
"50032000";"BDF";"0080"
"50032000";"ISI";"0034"
"50032000";"RCA";"0047"
"50033000";"BDF";"0056"
"50033000";"ISI";"0034"
"50033000";"RCA";"0047"
"50033100";"BDF";"0056"
"50033100";"ISI";"0034"
"50033100";"RCA";"0047"
"50033300";"BDF";"0072"
"50033300";"ISI";"0027"
"50033300";"RCA";"0047"
"50033400";"BDF";"0083"
"50033400";"ISI";"0028"
"50033400";"ISI";"0033"
"50033400";"RCA";"0047"
"50034000";"BDF";"0087"
"50034000";"ISI";"0034"
"50034000";"RCA";"0047"
"50034700";"BDF";"0059"
"50034700";"ISI";"0031"
"50034700";"RCA";"0047"
"50035000";"BDF";"0069"
"50035000";"ISI";"0031"
"50035000";"RCA";"0046"
"50036000";"BDF";"0053"
"50036000";"ISI";"0031"
"50036000";"RCA";"0046"
"50036050";"BDF";"0066"
"50036050";"ISI";"0032"
"50036050";"RCA";"0047"
"50036100";"BDF";"0069"
"50036100";"ISI";"0117"
"50036100";"RCA";"0045"
"50036500";"BDF";"0083"
"50036500";"ISI";"0029"
"50036500";"ISI";"0032"
"50036500";"RCA";"0047"
"50036700";"BDF";"0083"
"50036700";"ISI";"0029"
"50036700";"ISI";"0032"
"50036700";"RCA";"0047"
"50037000";"BDF";"0083"
"50037000";"ISI";"0029"
"50037000";"ISI";"0032"
"50037000";"RCA";"0047"
"50037100";"BDF";"0066"
"50037100";"ISI";"0029"
"50037100";"RCA";"0047"
"50037400";"BDF";"0083"
"50037400";"ISI";"0029"
"50037400";"ISI";"0032"
"50037400";"RCA";"0047"
"50037500";"BDF";"0053"
"50037500";"ISI";"0031"
"50037500";"RCA";"0047"
"50037750";"BDF";"0082"
"50037750";"ISI";"0031"
"50037750";"RCA";"0047"
"50037900";"BDF";"0083"
"50037900";"ISI";"0031"
"50037900";"ISI";"0035"
"50037900";"RCA";"0047"
"50038000";"BDF";"0085"
"50038000";"ISI";"0031"
"50038000";"ISI";"0035"
"50038000";"RCA";"0047"
"50038500";"BDF";"0083"
"50038500";"ISI";"0031"
"50038500";"ISI";"0034"
"50038500";"RCA";"0047"
"50039000";"BDF";"0061"
"50039000";"ISI";"0032"
"50039000";"RCA";"0045"
"50039500";"BDF";"0083"
"50039500";"ISI";"0032"
"50039500";"RCA";"0047"
"50040000";"BDF";"0083"
"50040000";"ISI";"0032"
"50040000";"RCA";"0047"
"50040500";"BDF";"0083"
"50040500";"ISI";"0032"
"50040500";"RCA";"0047"
"50043000";"BDF";"0066"
"50043000";"ISI";"0033"
"50043000";"RCA";"0047"
"50048750";"BDF";"0066"
"50048750";"ISI";"0033"
"50048750";"RCA";"0047"
"50049000";"BDF";"0066"
"50049000";"ISI";"0025"
"50049000";"ISI";"0033"
"50049000";"RCA";"0047"
"50049100";"BDF";"0066"
"50049100";"ISI";"0028"
"50049100";"RCA";"0047"
"50049200";"BDF";"0066"
"50049200";"ISI";"0025"
"50049200";"ISI";"0033"
"50049200";"RCA";"0047"
"50049250";"BDF";"0066"
"50049250";"ISI";"0033"
"50049250";"RCA";"0047"
"50049270";"BDF";"0066"
"50049270";"ISI";"0023"
"50049270";"RCA";"0047"
"50049300";"BDF";"0066"
"50049300";"ISI";"0037"
"50049300";"RCA";"0047"
"50049500";"BDF";"0066"
"50049500";"ISI";"0033"
"50049500";"RCA";"0045"
"50050000";"BDF";"0066"
"50050000";"ISI";"0028"
"50050000";"RCA";"0047"
"50050500";"BDF";"0066"
"50050500";"ISI";"0028"
"50050500";"ISI";"0033"
"50050500";"RCA";"0047"
"50051000";"BDF";"0066"
"50051000";"ISI";"0028"
"50051000";"RCA";"0047"
"50051100";"BDF";"0066"
"50051100";"ISI";"0032"
"50051100";"RCA";"0047"
"50051500";"BDF";"0066"
"50051500";"ISI";"0033"
"50051500";"ISI";"0034"
"50051500";"RCA";"0047"
"50052000";"BDF";"0066"
"50052000";"ISI";"0031"
"50052000";"ISI";"0035"
"50052000";"RCA";"0047"
"50053000";"BDF";"0066"
"50053000";"ISI";"0033"
"50053000";"RCA";"0047"
"50053500";"BDF";"0066"
"50053500";"ISI";"0033"
"50053500";"RCA";"0047"
"50054000";"BDF";"0066"
"50054000";"ISI";"0028"
"50054000";"RCA";"0047"
"50055000";"BDF";"0066"
"50055000";"ISI";"0029"
"50055000";"RCA";"0047"
"50055150";"BDF";"0066"
"50055150";"ISI";"0033"
"50055150";"RCA";"0047"
"50055250";"BDF";"0066"
"50055250";"ISI";"0031"
"50055250";"RCA";"0047"
"50055500";"BDF";"0069"
"50055500";"ISI";"0031"
"50055500";"RCA";"0045"
"50056000";"BDF";"0053"
"50056000";"ISI";"0031"
"50056000";"RCA";"0045"
"50056500";"BDF";"0092"
"50056500";"ISI";"0037"
"50056500";"RCA";"0047"
"50057000";"BDF";"0083"
"50057000";"ISI";"0025"
"50057000";"ISI";"0033"
"50057000";"RCA";"0047"
"50058000";"BDF";"0083"
"50058000";"ISI";"0031"
"50058000";"ISI";"0033"
"50058000";"RCA";"0047"
"50059000";"BDF";"0083"
"50059000";"ISI";"0033"
"50059000";"RCA";"0047"
"50059500";"BDF";"0083"
"50059500";"ISI";"0033"
"50059500";"RCA";"0047"
"50060000";"BDF";"0083"
"50060000";"ISI";"0033"
"50060000";"RCA";"0047"
"50060700";"BDF";"0083"
"50060700";"ISI";"0033"
"50060700";"ISI";"0035"
"50060700";"RCA";"0047"
"50061000";"BDF";"0083"
"50061000";"ISI";"0109"
"50061000";"RCA";"0047"
"50061300";"BDF";"0083"
"50061300";"ISI";"0031"
"50061300";"RCA";"0047"
"50061500";"BDF";"0083"
"50061500";"ISI";"0037"
"50061500";"RCA";"0047"
"50061600";"BDF";"0084"
"50061600";"ISI";"0029"
"50061600";"RCA";"0047"
"50063000";"BDF";"0085"
"50063000";"ISI";"0033"
"50063000";"RCA";"0047"
"50063500";"BDF";"0085"
"50063500";"ISI";"0031"
"50063500";"RCA";"0047"
"50066000";"BDF";"0069"
"50066000";"ISI";"0031"
"50066000";"RCA";"0047"
"50068000";"BDF";"0083"
"50068000";"ISI";"0022"
"50068000";"RCA";"0047"
"50070000";"BDF";"0085"
"50070000";"ISI";"0031"
"50070000";"RCA";"0047"
"50072000";"BDF";"0066"
"50072000";"ISI";"0031"
"50072000";"RCA";"0047"
"50073000";"BDF";"0066"
"50073000";"ISI";"0030"
"50073000";"RCA";"0047"
"50073500";"BDF";"0083"
"50073500";"ISI";"0030"
"50073500";"RCA";"0047"
"50074000";"BDF";"0084"
"50074000";"ISI";"0030"
"50074000";"RCA";"0047"
"50076000";"BDF";"0084"
"50076000";"ISI";"0033"
"50076000";"RCA";"0047"
"50077000";"BDF";"0079"
"50077000";"ISI";"0033"
"50077000";"RCA";"0047"
