# 2024-05-29
# Data taken from the EDQM Standard Terms database (http://standardterms.edqm.eu) with the permission of the European Directorate for the Quality of Medicines & HealthCare, Council of Europe (EDQM).
"SOURCECLASS";"SOURCECODE";"TARGETCLASS";"TARGETCODE"
"PDF";"10803000";"ISI";"0029"
"PDF";"10804000";"ISI";"0029"
"PDF";"10805000";"ISI";"0029"
"PDF";"10806000";"ISI";"0029"
"PDF";"10807000";"ISI";"0029"
"PDF";"10808000";"ISI";"0029"
"PDF";"10809000";"ISI";"0029"
"PDF";"10810000";"ISI";"0029"
"PDF";"10811000";"ISI";"0029"
"PDF";"10812000";"ISI";"0029"
"PDF";"10900500";"ISI";"0036"
"PDF";"10901000";"ISI";"0036"
"PDF";"10902000";"ISI";"0036"
"PDF";"10903000";"ISI";"0036"
"PDF";"10904000";"ISI";"0036"
"PDF";"10905000";"ISI";"0036"
"PDF";"10906000";"ISI";"0036"
"PDF";"10907000";"ISI";"0036"
"PDF";"10908000";"ISI";"0036"
"PDF";"10909000";"ISI";"0036"
"PDF";"10910000";"ISI";"0036"
"PDF";"10911000";"ISI";"0036"
"PDF";"10912000";"ISI";"0036"
"PDF";"10913000";"ISI";"0036"
"PDF";"10914000";"ISI";"0036"
"PDF";"10915000";"ISI";"0036"
"PDF";"11001000";"ISI";"0035"
"PDF";"11002000";"ISI";"0035"
"PDF";"11003000";"ISI";"0035"
"PDF";"11004000";"ISI";"0035"
"PDF";"11005000";"ISI";"0035"
"PDF";"11006000";"ISI";"0035"
"PDF";"11007000";"ISI";"0035"
"PDF";"11008000";"ISI";"0035"
"PDF";"11009000";"ISI";"0035"
"PDF";"11010000";"ISI";"0035"
"PDF";"11011000";"ISI";"0035"
"PDF";"11012000";"ISI";"0035"
"PDF";"11013000";"ISI";"0035"
"PDF";"11014000";"ISI";"0035"
"PDF";"11015000";"ISI";"0035"
"PDF";"11100500";"ISI";"0034"
"PDF";"11101000";"ISI";"0034"
"PDF";"11102000";"ISI";"0034"
"PDF";"11103000";"ISI";"0034"
"PDF";"11104000";"ISI";"0034"
"PDF";"11105000";"ISI";"0034"
"PDF";"11106000";"ISI";"0034"
"PDF";"11107000";"ISI";"0034"
"PDF";"11108000";"ISI";"0034"
"PDF";"11109000";"ISI";"0034"
"PDF";"11110000";"ISI";"0034"
"PDF";"11111000";"ISI";"0034"
"PDF";"11112000";"ISI";"0034"
"PDF";"11113000";"ISI";"0034"
"PDF";"11114000";"ISI";"0034"
"PDF";"11115000";"ISI";"0034"
"PDF";"11116000";"ISI";"0034"
"PDF";"11117000";"ISI";"0034"
"PDF";"11118000";"ISI";"0034"
"PDF";"11201000";"ISI";"0033"
"PDF";"11202000";"ISI";"0033"
"PDF";"11203000";"ISI";"0033"
"PDF";"11204000";"ISI";"0033"
"PDF";"11205000";"ISI";"0033"
"PDF";"11206000";"ISI";"0033"
"PDF";"11208400";"ISI";"0033"
"PDF";"11208500";"ISI";"0033"
"PDF";"11209000";"ISI";"0033"
"PDF";"11209500";"ISI";"0033"
"PDF";"11210000";"ISI";"0033"
"PDF";"11211000";"ISI";"0033"
"PDF";"11211500";"ISI";"0033"
"PDF";"11212000";"ISI";"0033"
"PDF";"11213000";"ISI";"0033"
"PDF";"11216000";"ISI";"0033"
"PDF";"11301000";"ISI";"0033"
"PDF";"11302000";"ISI";"0033"
"PDF";"11303000";"ISI";"0033"
"PDF";"11303300";"ISI";"0033"
"PDF";"11303500";"ISI";"0033"
"PDF";"11303750";"ISI";"0033"
"PDF";"11401000";"ISI";"0109"
"PDF";"11402000";"ISI";"0025"
"PDF";"11402000";"ISI";"0033"
"PDF";"11403000";"ISI";"0025"
"PDF";"11403000";"ISI";"0033"
"PDF";"11404000";"ISI";"0025"
"PDF";"11404000";"ISI";"0033"
"PDF";"11405000";"ISI";"0025"
"PDF";"11405000";"ISI";"0033"
"PDF";"11501000";"ISI";"0028"
"PDF";"11502000";"ISI";"0028"
"PDF";"11502500";"ISI";"0028"
"PDF";"11503000";"ISI";"0028"
"PDF";"11504000";"ISI";"0119"
"PDF";"11505000";"ISI";"0119"
"PDF";"11601000";"ISI";"0034"
"PDF";"11602000";"ISI";"0034"
"PDF";"11603000";"ISI";"0034"
"PDF";"11701000";"ISI";"0105"
"PDF";"11901000";"ISI";"0027"
"PDF";"12100500";"ISI";"0037"
"PDF";"12101000";"ISI";"0037"
"PDF";"12102000";"ISI";"0025"
"PDF";"12103000";"ISI";"0025"
"PDF";"12104000";"ISI";"0037"
"PDF";"12105000";"ISI";"0037"
"PDF";"12106000";"ISI";"0037"
"PDF";"12107000";"ISI";"0037"
"PDF";"12108000";"ISI";"0107"
"PDF";"12109000";"ISI";"0037"
"PDF";"12109900";"ISI";"0037"
"PDF";"12110000";"ISI";"0107"
"PDF";"12111000";"ISI";"0107"
"PDF";"12111500";"ISI";"0109"
"PDF";"12112000";"ISI";"0025"
"PDF";"12113000";"ISI";"0037"
"PDF";"12114000";"ISI";"0106"
"PDF";"12115000";"ISI";"0037"
"PDF";"12115100";"ISI";"0037"
"PDF";"12115200";"ISI";"0037"
"PDF";"12115500";"ISI";"0037"
"PDF";"12117000";"ISI";"0037"
"PDF";"12117500";"ISI";"0037"
"PDF";"12118000";"ISI";"0033"
"PDF";"12119000";"ISI";"0037"
"PDF";"12120000";"ISI";"0108"
"PDF";"12130000";"ISI";"0037"
"PDF";"12131000";"ISI";"0029"
"PDF";"12131000";"ISI";"0030"
"PDF";"12131000";"ISI";"0034"
"PDF";"12301000";"ISI";"0034"
"PDF";"12302000";"ISI";"0034"
"PDF";"12303000";"ISI";"0034"
"PDF";"13001000";"ISI";"0033"
"PDF";"13002000";"ISI";"0034"
"PDF";"13003000";"ISI";"0032"
"PDF";"13004000";"ISI";"0033"
"PDF";"13005000";"ISI";"0033"
"PDF";"13006000";"ISI";"0021"
"PDF";"13007000";"ISI";"0031"
"PDF";"13008000";"ISI";"0033"
"PDF";"13009000";"ISI";"0034"
"PDF";"13010000";"ISI";"0030"
"PDF";"13011000";"ISI";"0030"
"PDF";"13012000";"ISI";"0033"
"PDF";"13013000";"ISI";"0033"
"PDF";"13014000";"ISI";"0022"
"PDF";"13015000";"ISI";"0035"
"PDF";"13016000";"ISI";"0032"
"PDF";"13017000";"ISI";"0032"
"PDF";"13018000";"ISI";"0033"
"PDF";"13020000";"ISI";"0029"
"PDF";"13021000";"ISI";"0022"
"PDF";"13022000";"ISI";"0023"
"PDF";"13023000";"ISI";"0033"
"PDF";"13024000";"ISI";"0105"
"PDF";"13025000";"ISI";"0029"
"PDF";"13026000";"ISI";"0032"
"PDF";"13027000";"ISI";"0033"
"PDF";"13028000";"ISI";"0033"
"PDF";"13029000";"ISI";"0030"
"PDF";"13031000";"ISI";"0037"
"PDF";"13032000";"ISI";"0022"
"PDF";"13033000";"ISI";"0033"
"PDF";"13034000";"ISI";"0037"
"PDF";"13035000";"ISI";"0037"
"PDF";"13036000";"ISI";"0033"
"PDF";"13037000";"ISI";"0031"
"PDF";"13038000";"ISI";"0037"
"PDF";"13039000";"ISI";"0033"
"PDF";"13040000";"ISI";"0033"
"PDF";"13041000";"ISI";"0029"
"PDF";"13042000";"ISI";"0037"
"PDF";"13043000";"ISI";"0033"
"PDF";"13044000";"ISI";"0030"
"PDF";"13045000";"ISI";"0028"
"PDF";"13046000";"ISI";"0031"
"PDF";"13047000";"ISI";"0033"
"PDF";"13048000";"ISI";"0033"
"PDF";"13049000";"ISI";"0033"
"PDF";"13050000";"ISI";"0033"
"PDF";"13051000";"ISI";"0022"
"PDF";"13051000";"ISI";"0033"
"PDF";"13052000";"ISI";"0022"
"PDF";"13052000";"ISI";"0033"
"PDF";"13058000";"ISI";"0031"
"PDF";"13061000";"ISI";"0033"
"PDF";"13066000";"ISI";"0022"
"PDF";"13076000";"ISI";"0033"
"PDF";"13077000";"ISI";"0119"
"PDF";"13091000";"ISI";"0033"
"PDF";"13102000";"ISI";"0116"
"PDF";"13105000";"ISI";"0118"
"PDF";"13106000";"ISI";"0031"
"PDF";"13107000";"ISI";"0025"
"PDF";"13107000";"ISI";"0033"
"PDF";"13111000";"ISI";"0036"
"PDF";"13113000";"ISI";"0027"
"PDF";"13115000";"ISI";"0022"
"PDF";"13118000";"ISI";"0031"
"PDF";"13123000";"ISI";"0119"
"PDF";"13124000";"ISI";"0022"
"PDF";"13126000";"ISI";"0033"
"PDF";"13127000";"ISI";"0118"
"PDF";"13128000";"ISI";"0037"
"PDF";"13129000";"ISI";"0034"
"PDF";"13133000";"ISI";"0031"
"PDF";"13134000";"ISI";"0031"
"PDF";"13135000";"ISI";"0031"
"PDF";"13136000";"ISI";"0031"
"PDF";"13139000";"ISI";"0033"
"PDF";"13140000";"ISI";"0022"
"PDF";"13140000";"ISI";"0032"
"PDF";"13141000";"ISI";"0032"
"PDF";"13145000";"ISI";"0022"
"PDF";"13148000";"ISI";"0036"
"PDF";"13149000";"ISI";"0032"
"PDF";"13152000";"ISI";"0033"
"PDF";"13154000";"ISI";"0031"
"PDF";"13159000";"ISI";"0030"
"PDF";"13162000";"ISI";"0022"
"PDF";"13164000";"ISI";"0037"
"PDF";"13165000";"ISI";"0022"
"PDF";"13167000";"ISI";"0032"
"PDF";"13168000";"ISI";"0032"
"PDF";"13169000";"ISI";"0032"
"PDF";"13175000";"ISI";"0031"
"PDF";"13176000";"ISI";"0031"
"PDF";"13177000";"ISI";"0031"
"PDF";"13178000";"ISI";"0031"
"PDF";"13179000";"ISI";"0031"
"PDF";"13180000";"ISI";"0031"
"PDF";"13184000";"ISI";"0029"
"PDF";"13184000";"ISI";"0030"
"PDF";"13184000";"ISI";"0034"
"PDF";"13186000";"ISI";"0033"
"PDF";"13187000";"ISI";"0033"
"PDF";"13188000";"ISI";"0033"
"PDF";"13190000";"ISI";"0030"
"PDF";"13191000";"ISI";"0030"
"PDF";"30047500";"ISI";"0037"
"PDF";"50001000";"ISI";"0031"
"PDF";"50009000";"ISI";"0022"
"PDF";"50009300";"ISI";"0033"
"PDF";"50009500";"ISI";"0033"
"PDF";"50009750";"ISI";"0028"
"PDF";"50010000";"ISI";"0031"
"PDF";"50011000";"ISI";"0031"
"PDF";"50011000";"ISI";"0035"
"PDF";"50012000";"ISI";"0109"
"PDF";"50013000";"ISI";"0028"
"PDF";"50013250";"ISI";"0109"
"PDF";"50014000";"ISI";"0033"
"PDF";"50015000";"ISI";"0022"
"PDF";"50015000";"ISI";"0029"
"PDF";"50015100";"ISI";"0021"
"PDF";"50015100";"ISI";"0022"
"PDF";"50015200";"ISI";"0022"
"PDF";"50015200";"ISI";"0029"
"PDF";"50015300";"ISI";"0022"
"PDF";"50015300";"ISI";"0031"
"PDF";"50015300";"ISI";"0032"
"PDF";"50015400";"ISI";"0022"
"PDF";"50015400";"ISI";"0032"
"PDF";"50015450";"ISI";"0022"
"PDF";"50015450";"ISI";"0032"
"PDF";"50015500";"ISI";"0022"
"PDF";"50016000";"ISI";"0022"
"PDF";"50017000";"ISI";"0023"
"PDF";"50017500";"ISI";"0033"
"PDF";"50018000";"ISI";"0021"
"PDF";"50018000";"ISI";"0030"
"PDF";"50018500";"ISI";"0021"
"PDF";"50018500";"ISI";"0030"
"PDF";"50019000";"ISI";"0021"
"PDF";"50019000";"ISI";"0030"
"PDF";"50019500";"ISI";"0021"
"PDF";"50019500";"ISI";"0029"
"PDF";"50019500";"ISI";"0030"
"PDF";"50020000";"ISI";"0021"
"PDF";"50020000";"ISI";"0029"
"PDF";"50020000";"ISI";"0030"
"PDF";"50020200";"ISI";"0021"
"PDF";"50020200";"ISI";"0029"
"PDF";"50020500";"ISI";"0117"
"PDF";"50021000";"ISI";"0033"
"PDF";"50022000";"ISI";"0029"
"PDF";"50023500";"ISI";"0031"
"PDF";"50024000";"ISI";"0032"
"PDF";"50024500";"ISI";"0029"
"PDF";"50024500";"ISI";"0032"
"PDF";"50025000";"ISI";"0031"
"PDF";"50026000";"ISI";"0031"
"PDF";"50026250";"ISI";"0031"
"PDF";"50028000";"ISI";"0031"
"PDF";"50028000";"ISI";"0035"
"PDF";"50029000";"ISI";"0031"
"PDF";"50029150";"ISI";"0031"
"PDF";"50029150";"ISI";"0035"
"PDF";"50029500";"ISI";"0036"
"PDF";"50029600";"ISI";"0031"
"PDF";"50029800";"ISI";"0034"
"PDF";"50030000";"ISI";"0034"
"PDF";"50031000";"ISI";"0034"
"PDF";"50032000";"ISI";"0034"
"PDF";"50033000";"ISI";"0034"
"PDF";"50033100";"ISI";"0034"
"PDF";"50033400";"ISI";"0028"
"PDF";"50033400";"ISI";"0033"
"PDF";"50034000";"ISI";"0034"
"PDF";"50035000";"ISI";"0031"
"PDF";"50036000";"ISI";"0031"
"PDF";"50036050";"ISI";"0032"
"PDF";"50036100";"ISI";"0117"
"PDF";"50036500";"ISI";"0029"
"PDF";"50036500";"ISI";"0032"
"PDF";"50036700";"ISI";"0029"
"PDF";"50036700";"ISI";"0032"
"PDF";"50037000";"ISI";"0029"
"PDF";"50037000";"ISI";"0032"
"PDF";"50037100";"ISI";"0029"
"PDF";"50037400";"ISI";"0029"
"PDF";"50037400";"ISI";"0032"
"PDF";"50037500";"ISI";"0031"
"PDF";"50037750";"ISI";"0031"
"PDF";"50037900";"ISI";"0031"
"PDF";"50037900";"ISI";"0035"
"PDF";"50038000";"ISI";"0031"
"PDF";"50038000";"ISI";"0035"
"PDF";"50038500";"ISI";"0031"
"PDF";"50038500";"ISI";"0034"
"PDF";"50039000";"ISI";"0032"
"PDF";"50039500";"ISI";"0032"
"PDF";"50040000";"ISI";"0032"
"PDF";"50040500";"ISI";"0032"
"PDF";"50043000";"ISI";"0033"
"PDF";"50048750";"ISI";"0033"
"PDF";"50049000";"ISI";"0025"
"PDF";"50049000";"ISI";"0033"
"PDF";"50049100";"ISI";"0028"
"PDF";"50049200";"ISI";"0025"
"PDF";"50049200";"ISI";"0033"
"PDF";"50049250";"ISI";"0033"
"PDF";"50049270";"ISI";"0023"
"PDF";"50049300";"ISI";"0037"
"PDF";"50049500";"ISI";"0033"
"PDF";"50050000";"ISI";"0028"
"PDF";"50050500";"ISI";"0028"
"PDF";"50050500";"ISI";"0033"
"PDF";"50051000";"ISI";"0028"
"PDF";"50051100";"ISI";"0032"
"PDF";"50051500";"ISI";"0033"
"PDF";"50051500";"ISI";"0034"
"PDF";"50052000";"ISI";"0031"
"PDF";"50052000";"ISI";"0035"
"PDF";"50053000";"ISI";"0033"
"PDF";"50053500";"ISI";"0033"
"PDF";"50054000";"ISI";"0028"
"PDF";"50055000";"ISI";"0029"
"PDF";"50055150";"ISI";"0033"
"PDF";"50055500";"ISI";"0031"
"PDF";"50056000";"ISI";"0031"
"PDF";"50056500";"ISI";"0037"
"PDF";"50057000";"ISI";"0025"
"PDF";"50057000";"ISI";"0033"
"PDF";"50058000";"ISI";"0031"
"PDF";"50058000";"ISI";"0033"
"PDF";"50059000";"ISI";"0033"
"PDF";"50060000";"ISI";"0033"
"PDF";"50060700";"ISI";"0033"
"PDF";"50060700";"ISI";"0035"
"PDF";"50061000";"ISI";"0109"
"PDF";"50061500";"ISI";"0037"
"PDF";"50061600";"ISI";"0029"
"PDF";"50063000";"ISI";"0033"
"PDF";"50066000";"ISI";"0031"
"PDF";"50073000";"ISI";"0030"
"PDF";"50073500";"ISI";"0030"
"PDF";"50074000";"ISI";"0030"
"PDF";"50076000";"ISI";"0033"
"PDF";"50077000";"ISI";"0033"
"PDF";"50079000";"ISI";"0033"
"PDF";"50081000";"ISI";"0034"
"PDF";"50082000";"ISI";"0031"
"PDF";"10100500";"RCA";"0047"
"PDF";"10101000";"RCA";"0047"
"PDF";"10102000";"RCA";"0047"
"PDF";"10103000";"RCA";"0047"
"PDF";"10104000";"RCA";"0047"
"PDF";"10105000";"RCA";"0047"
"PDF";"10106000";"RCA";"0047"
"PDF";"10107000";"RCA";"0047"
"PDF";"10108000";"RCA";"0047"
"PDF";"10109000";"RCA";"0047"
"PDF";"10110000";"RCA";"0047"
"PDF";"10111000";"RCA";"0047"
"PDF";"10112000";"RCA";"0047"
"PDF";"10113000";"RCA";"0047"
"PDF";"10117000";"RCA";"0047"
"PDF";"10118000";"RCA";"0047"
"PDF";"10119000";"RCA";"0047"
"PDF";"10120000";"RCA";"0047"
"PDF";"10121000";"RCA";"0047"
"PDF";"10121500";"RCA";"0047"
"PDF";"10122000";"RCA";"0047"
"PDF";"10201000";"RCA";"0047"
"PDF";"10202000";"RCA";"0047"
"PDF";"10203000";"RCA";"0047"
"PDF";"10204000";"RCA";"0047"
"PDF";"10205000";"RCA";"0047"
"PDF";"10206000";"RCA";"0044"
"PDF";"10207000";"RCA";"0045"
"PDF";"10208000";"RCA";"0046"
"PDF";"10209000";"RCA";"0047"
"PDF";"10210000";"RCA";"0047"
"PDF";"10211000";"RCA";"0047"
"PDF";"10212000";"RCA";"0044"
"PDF";"10213000";"RCA";"0044"
"PDF";"10214000";"RCA";"0047"
"PDF";"10215000";"RCA";"0045"
"PDF";"10216000";"RCA";"0045"
"PDF";"10217000";"RCA";"0046"
"PDF";"10218000";"RCA";"0046"
"PDF";"10219000";"RCA";"0047"
"PDF";"10220000";"RCA";"0047"
"PDF";"10221000";"RCA";"0047"
"PDF";"10222000";"RCA";"0047"
"PDF";"10223000";"RCA";"0047"
"PDF";"10224000";"RCA";"0047"
"PDF";"10225000";"RCA";"0044"
"PDF";"10226000";"RCA";"0045"
"PDF";"10227000";"RCA";"0046"
"PDF";"10228000";"RCA";"0047"
"PDF";"10229000";"RCA";"0047"
"PDF";"10230000";"RCA";"0047"
"PDF";"10230500";"RCA";"0047"
"PDF";"10231000";"RCA";"0047"
"PDF";"10236100";"RCA";"0047"
"PDF";"10301000";"RCA";"0047"
"PDF";"10302000";"RCA";"0047"
"PDF";"10303000";"RCA";"0047"
"PDF";"10304000";"RCA";"0047"
"PDF";"10305000";"RCA";"0047"
"PDF";"10306000";"RCA";"0047"
"PDF";"10307000";"RCA";"0047"
"PDF";"10308000";"RCA";"0047"
"PDF";"10308100";"RCA";"0047"
"PDF";"10308200";"RCA";"0047"
"PDF";"10308300";"RCA";"0047"
"PDF";"10309000";"RCA";"0047"
"PDF";"10309100";"RCA";"0047"
"PDF";"10309200";"RCA";"0047"
"PDF";"10309300";"RCA";"0047"
"PDF";"10310000";"RCA";"0047"
"PDF";"10311000";"RCA";"0047"
"PDF";"10312000";"RCA";"0047"
"PDF";"10313000";"RCA";"0047"
"PDF";"10314000";"RCA";"0047"
"PDF";"10314005";"RCA";"0047"
"PDF";"10314010";"RCA";"0047"
"PDF";"10314011";"RCA";"0047"
"PDF";"10315000";"RCA";"0047"
"PDF";"10316000";"RCA";"0047"
"PDF";"10317000";"RCA";"0047"
"PDF";"10317500";"RCA";"0047"
"PDF";"10318000";"RCA";"0047"
"PDF";"10319000";"RCA";"0045"
"PDF";"10320000";"RCA";"0047"
"PDF";"10321000";"RCA";"0047"
"PDF";"10322000";"RCA";"0047"
"PDF";"10323000";"RCA";"0047"
"PDF";"10401000";"RCA";"0047"
"PDF";"10401500";"RCA";"0047"
"PDF";"10402000";"RCA";"0047"
"PDF";"10403000";"RCA";"0047"
"PDF";"10404000";"RCA";"0045"
"PDF";"10405000";"RCA";"0047"
"PDF";"10406000";"RCA";"0047"
"PDF";"10407000";"RCA";"0047"
"PDF";"10408000";"RCA";"0047"
"PDF";"10409000";"RCA";"0047"
"PDF";"10410000";"RCA";"0047"
"PDF";"10411000";"RCA";"0045"
"PDF";"10413000";"RCA";"0047"
"PDF";"10414000";"RCA";"0047"
"PDF";"10501000";"RCA";"0047"
"PDF";"10502000";"RCA";"0047"
"PDF";"10503000";"RCA";"0047"
"PDF";"10504000";"RCA";"0047"
"PDF";"10505000";"RCA";"0047"
"PDF";"10506000";"RCA";"0047"
"PDF";"10507000";"RCA";"0047"
"PDF";"10508000";"RCA";"0047"
"PDF";"10509000";"RCA";"0047"
"PDF";"10510000";"RCA";"0047"
"PDF";"10511000";"RCA";"0047"
"PDF";"10512000";"RCA";"0047"
"PDF";"10513000";"RCA";"0047"
"PDF";"10514000";"RCA";"0047"
"PDF";"10514500";"RCA";"0047"
"PDF";"10515000";"RCA";"0047"
"PDF";"10516000";"RCA";"0047"
"PDF";"10517000";"RCA";"0047"
"PDF";"10517500";"RCA";"0047"
"PDF";"10518000";"RCA";"0047"
"PDF";"10518500";"RCA";"0047"
"PDF";"10519000";"RCA";"0045"
"PDF";"10520000";"RCA";"0047"
"PDF";"10521000";"RCA";"0047"
"PDF";"10521500";"RCA";"0047"
"PDF";"10522000";"RCA";"0047"
"PDF";"10523000";"RCA";"0047"
"PDF";"10524000";"RCA";"0047"
"PDF";"10525000";"RCA";"0047"
"PDF";"10539250";"RCA";"0047"
"PDF";"10539500";"RCA";"0047"
"PDF";"10546250";"RCA";"0047"
"PDF";"10546400";"RCA";"0047"
"PDF";"10546500";"RCA";"0047"
"PDF";"10547000";"RCA";"0047"
"PDF";"10548000";"RCA";"0047"
"PDF";"10549000";"RCA";"0047"
"PDF";"10550000";"RCA";"0047"
"PDF";"10600500";"RCA";"0047"
"PDF";"10601000";"RCA";"0047"
"PDF";"10602000";"RCA";"0047"
"PDF";"10603000";"RCA";"0047"
"PDF";"10604000";"RCA";"0047"
"PDF";"10604500";"RCA";"0047"
"PDF";"10605000";"RCA";"0047"
"PDF";"10608000";"RCA";"0047"
"PDF";"10609000";"RCA";"0045"
"PDF";"10610000";"RCA";"0047"
"PDF";"10611000";"RCA";"0047"
"PDF";"10612000";"RCA";"0045"
"PDF";"10613000";"RCA";"0047"
"PDF";"10701000";"RCA";"0047"
"PDF";"10702000";"RCA";"0047"
"PDF";"10703000";"RCA";"0047"
"PDF";"10704000";"RCA";"0047"
"PDF";"10705000";"RCA";"0047"
"PDF";"10706000";"RCA";"0047"
"PDF";"10708000";"RCA";"0047"
"PDF";"10709000";"RCA";"0047"
"PDF";"10710000";"RCA";"0047"
"PDF";"10711000";"RCA";"0047"
"PDF";"10712000";"RCA";"0047"
"PDF";"10713000";"RCA";"0047"
"PDF";"10714000";"RCA";"0047"
"PDF";"10715000";"RCA";"0047"
"PDF";"10801000";"RCA";"0047"
"PDF";"10802000";"RCA";"0047"
"PDF";"10803000";"RCA";"0047"
"PDF";"10804000";"RCA";"0047"
"PDF";"10805000";"RCA";"0047"
"PDF";"10806000";"RCA";"0047"
"PDF";"10807000";"RCA";"0047"
"PDF";"10808000";"RCA";"0047"
"PDF";"10809000";"RCA";"0047"
"PDF";"10810000";"RCA";"0047"
"PDF";"10811000";"RCA";"0047"
"PDF";"10812000";"RCA";"0047"
"PDF";"10900500";"RCA";"0045"
"PDF";"10901000";"RCA";"0047"
"PDF";"10902000";"RCA";"0047"
"PDF";"10903000";"RCA";"0047"
"PDF";"10904000";"RCA";"0047"
"PDF";"10905000";"RCA";"0047"
"PDF";"10906000";"RCA";"0047"
"PDF";"10907000";"RCA";"0047"
"PDF";"10908000";"RCA";"0047"
"PDF";"10909000";"RCA";"0047"
"PDF";"10910000";"RCA";"0047"
"PDF";"10911000";"RCA";"0047"
"PDF";"10912000";"RCA";"0047"
"PDF";"10913000";"RCA";"0047"
"PDF";"10914000";"RCA";"0047"
"PDF";"10915000";"RCA";"0045"
"PDF";"11001000";"RCA";"0047"
"PDF";"11002000";"RCA";"0047"
"PDF";"11003000";"RCA";"0047"
"PDF";"11004000";"RCA";"0047"
"PDF";"11005000";"RCA";"0047"
"PDF";"11006000";"RCA";"0047"
"PDF";"11007000";"RCA";"0047"
"PDF";"11008000";"RCA";"0047"
"PDF";"11009000";"RCA";"0047"
"PDF";"11010000";"RCA";"0047"
"PDF";"11011000";"RCA";"0047"
"PDF";"11012000";"RCA";"0047"
"PDF";"11013000";"RCA";"0047"
"PDF";"11014000";"RCA";"0047"
"PDF";"11015000";"RCA";"0047"
"PDF";"11100500";"RCA";"0047"
"PDF";"11101000";"RCA";"0047"
"PDF";"11102000";"RCA";"0047"
"PDF";"11103000";"RCA";"0047"
"PDF";"11104000";"RCA";"0047"
"PDF";"11105000";"RCA";"0047"
"PDF";"11106000";"RCA";"0047"
"PDF";"11107000";"RCA";"0047"
"PDF";"11108000";"RCA";"0047"
"PDF";"11109000";"RCA";"0047"
"PDF";"11110000";"RCA";"0047"
"PDF";"11111000";"RCA";"0047"
"PDF";"11112000";"RCA";"0047"
"PDF";"11113000";"RCA";"0047"
"PDF";"11114000";"RCA";"0047"
"PDF";"11115000";"RCA";"0047"
"PDF";"11116000";"RCA";"0047"
"PDF";"11117000";"RCA";"0047"
"PDF";"11118000";"RCA";"0047"
"PDF";"11201000";"RCA";"0047"
"PDF";"11202000";"RCA";"0047"
"PDF";"11203000";"RCA";"0047"
"PDF";"11204000";"RCA";"0047"
"PDF";"11205000";"RCA";"0047"
"PDF";"11206000";"RCA";"0047"
"PDF";"11208400";"RCA";"0045"
"PDF";"11208500";"RCA";"0045"
"PDF";"11209000";"RCA";"0047"
"PDF";"11209500";"RCA";"0047"
"PDF";"11210000";"RCA";"0047"
"PDF";"11211000";"RCA";"0047"
"PDF";"11211500";"RCA";"0047"
"PDF";"11212000";"RCA";"0047"
"PDF";"11213000";"RCA";"0047"
"PDF";"11216000";"RCA";"0047"
"PDF";"11301000";"RCA";"0045"
"PDF";"11302000";"RCA";"0045"
"PDF";"11303000";"RCA";"0045"
"PDF";"11303300";"RCA";"0045"
"PDF";"11303500";"RCA";"0045"
"PDF";"11303750";"RCA";"0045"
"PDF";"11401000";"RCA";"0047"
"PDF";"11402000";"RCA";"0047"
"PDF";"11403000";"RCA";"0047"
"PDF";"11404000";"RCA";"0047"
"PDF";"11405000";"RCA";"0047"
"PDF";"11501000";"RCA";"0047"
"PDF";"11502000";"RCA";"0047"
"PDF";"11502500";"RCA";"0047"
"PDF";"11503000";"RCA";"0047"
"PDF";"11504000";"RCA";"0047"
"PDF";"11505000";"RCA";"0047"
"PDF";"11601000";"RCA";"0047"
"PDF";"11602000";"RCA";"0047"
"PDF";"11603000";"RCA";"0047"
"PDF";"11701000";"RCA";"0047"
"PDF";"11901000";"RCA";"0045"
"PDF";"12100500";"RCA";"0047"
"PDF";"12101000";"RCA";"0047"
"PDF";"12102000";"RCA";"0047"
"PDF";"12103000";"RCA";"0047"
"PDF";"12104000";"RCA";"0047"
"PDF";"12105000";"RCA";"0047"
"PDF";"12106000";"RCA";"0047"
"PDF";"12107000";"RCA";"0047"
"PDF";"12108000";"RCA";"0047"
"PDF";"12109000";"RCA";"0047"
"PDF";"12109900";"RCA";"0047"
"PDF";"12110000";"RCA";"0047"
"PDF";"12111000";"RCA";"0047"
"PDF";"12111500";"RCA";"0047"
"PDF";"12112000";"RCA";"0047"
"PDF";"12113000";"RCA";"0047"
"PDF";"12114000";"RCA";"0047"
"PDF";"12115000";"RCA";"0047"
"PDF";"12115100";"RCA";"0047"
"PDF";"12115200";"RCA";"0047"
"PDF";"12115500";"RCA";"0047"
"PDF";"12117000";"RCA";"0047"
"PDF";"12117500";"RCA";"0047"
"PDF";"12118000";"RCA";"0047"
"PDF";"12119000";"RCA";"0047"
"PDF";"12120000";"RCA";"0047"
"PDF";"12130000";"RCA";"0047"
"PDF";"12131000";"RCA";"0047"
"PDF";"12301000";"RCA";"0047"
"PDF";"12302000";"RCA";"0047"
"PDF";"12303000";"RCA";"0047"
"PDF";"13001000";"RCA";"0047"
"PDF";"13002000";"RCA";"0047"
"PDF";"13003000";"RCA";"0047"
"PDF";"13004000";"RCA";"0047"
"PDF";"13005000";"RCA";"0047"
"PDF";"13006000";"RCA";"0047"
"PDF";"13007000";"RCA";"0047"
"PDF";"13008000";"RCA";"0047"
"PDF";"13009000";"RCA";"0047"
"PDF";"13010000";"RCA";"0047"
